,station_status,is_returning,last_reported,is_installed,num_bikes_disabled,num_docks_disabled,num_ebikes_available,legacy_id,station_id,is_renting,eightd_has_available_keys,num_bikes_available,num_docks_available,eightd_active_station_services,valet,starttime,timestamp,demand,supply
1130,active,1,1605173798,1,0,0,0,4142,4142,1,False,0,19,,,1605185990,1605185990,0,0
1131,active,1,1605173798,1,0,0,0,4143,4143,1,False,2,19,,,1605185990,1605185990,0,0
1132,active,1,1605174997,1,0,0,1,4144,4144,1,False,2,19,,,1605185990,1605185990,1,0
1133,active,1,1605174997,1,0,0,2,4146,4146,1,False,2,27,,,1605185990,1605185990,0,0
1134,active,1,1605173797,1,0,0,1,4147,4147,1,False,3,16,,,1605185990,1605185990,0,0
1135,active,1,1605185433,1,0,0,3,4148,4148,1,False,9,18,,,1605185990,1605185990,0,0
1136,active,1,1605173796,1,0,0,1,4149,4149,1,False,1,19,,,1605185990,1605185990,0,0
1137,out_of_service,0,86400,0,0,0,0,4151,4151,0,False,0,0,,,1605185990,1605185990,0,0
1138,active,1,1605173877,1,0,0,3,4152,4152,1,False,3,18,,,1605185990,1605185990,0,0
1139,active,1,1605173797,1,0,0,1,4153,4153,1,False,2,25,,,1605185990,1605185990,0,0
1140,active,1,1605173797,1,0,0,3,4154,4154,1,False,3,16,,,1605185990,1605185990,0,0
1141,active,1,1605173797,1,0,0,0,4155,4155,1,False,0,19,,,1605185990,1605185990,0,0
1142,active,1,1605173797,1,0,0,2,4156,4156,1,False,5,14,,,1605185990,1605185990,0,1
1143,active,1,1605173797,1,0,0,0,4157,4157,1,False,3,16,,,1605185990,1605185990,0,0
1144,active,1,1605177555,1,0,0,2,4158,4158,1,False,2,17,,,1605185990,1605185990,0,0
1145,active,1,1605185800,1,0,0,2,4159,4159,1,False,7,12,,,1605185990,1605185990,1,0
1146,active,1,1605182439,1,1,0,3,4160,4160,1,False,12,6,,,1605185990,1605185990,0,0
1147,active,1,1605173797,1,0,0,0,4161,4161,1,False,6,13,,,1605185990,1605185990,0,0
1148,active,1,1605173797,1,0,0,0,4162,4162,1,False,10,9,,,1605185990,1605185990,1,0
1149,active,1,1605173798,1,0,0,3,4163,4163,1,False,14,5,,,1605185990,1605185990,0,0
1150,active,1,1605175101,1,0,0,0,4164,4164,1,False,2,16,,,1605185990,1605185990,0,0
1151,active,1,1605183039,1,1,0,1,4165,4165,1,False,4,14,,,1605185990,1605185990,1,0
1152,active,1,1605185571,1,0,0,2,4166,4166,1,False,21,6,,,1605185990,1605185990,0,0
1153,active,1,1605182153,1,0,0,4,4167,4167,1,False,5,14,,,1605185990,1605185990,0,1
1154,active,1,1605173798,1,0,0,2,4168,4168,1,False,7,12,,,1605185990,1605185990,0,0
1155,active,1,1605173796,1,0,0,1,4169,4169,1,False,1,20,,,1605185990,1605185990,0,0
1156,active,1,1605173798,1,0,0,1,4170,4170,1,False,3,16,,,1605185990,1605185990,0,0
1157,active,1,1605173798,1,0,0,0,4171,4171,1,False,3,18,,,1605185990,1605185990,0,0
1158,active,1,1605173797,1,0,0,4,4172,4172,1,False,9,10,,,1605185990,1605185990,0,0
1159,active,1,1605174997,1,1,0,1,4173,4173,1,False,1,18,,,1605185990,1605185990,0,0
1160,active,1,1605173797,1,0,0,3,4174,4174,1,False,21,0,,,1605185990,1605185990,0,0
1161,active,1,1605173797,1,0,0,0,4175,4175,1,False,7,13,,,1605185990,1605185990,0,0
1162,active,1,1605173798,1,0,0,0,4177,4177,1,False,1,19,,,1605185990,1605185990,0,0
1163,active,1,1605173797,1,0,0,2,4179,4179,1,False,8,15,,,1605185990,1605185990,0,0
1164,active,1,1605173797,1,0,0,3,4180,4180,1,False,6,14,,,1605185990,1605185990,0,0
1165,active,1,1605174997,1,1,0,2,4181,4181,1,False,5,13,,,1605185990,1605185990,0,0
1166,active,1,1605173797,1,0,0,2,4182,4182,1,False,7,12,,,1605185990,1605185990,0,0
1167,active,1,1605174997,1,1,0,1,4183,4183,1,False,4,14,,,1605185990,1605185990,0,0
1168,active,1,1605176656,1,0,0,2,4185,4185,1,False,7,12,,,1605185990,1605185990,0,0
1169,active,1,1605184271,1,0,0,1,4186,4186,1,False,5,22,,,1605185990,1605185990,0,0
1170,active,1,1605185835,1,0,0,3,4188,4188,1,False,3,28,,,1605185990,1605185990,0,0
1171,active,1,1605184651,1,0,0,0,4189,4189,1,False,0,19,,,1605185990,1605185990,0,0
1172,active,1,1605185360,1,1,0,0,4190,4190,1,False,2,16,,,1605185990,1605185990,0,0
1173,active,1,1605173798,1,0,0,1,4191,4191,1,False,1,19,,,1605185990,1605185990,0,0
1174,active,1,1605173798,1,0,0,1,4192,4192,1,False,8,11,,,1605185990,1605185990,0,0
1175,active,1,1605173797,1,1,0,4,4193,4193,1,False,8,12,,,1605185990,1605185990,0,1
1176,active,1,1605173797,1,0,0,0,4194,4194,1,False,12,18,,,1605185990,1605185990,0,0
1177,active,1,1605173797,1,0,0,1,4195,4195,1,False,18,12,,,1605185990,1605185990,0,0
1178,active,1,1605176587,1,0,0,1,4198,4198,1,False,4,17,,,1605185990,1605185990,1,0
1179,active,1,1605173797,1,0,0,0,4199,4199,1,False,6,15,,,1605185990,1605185990,0,0
1180,active,1,1605174997,1,1,0,1,4200,4200,1,False,3,23,,,1605185990,1605185990,0,0
1181,active,1,1605185472,1,3,0,1,4201,4201,1,False,7,11,,,1605185990,1605185990,1,0
1182,active,1,1605173797,1,1,0,1,4202,4202,1,False,5,13,,,1605185990,1605185990,0,0
1183,active,1,1605174997,1,0,0,0,4204,4204,1,False,1,18,,,1605185990,1605185990,0,0
1184,active,1,1605174996,1,0,0,1,4205,4205,1,False,11,8,,,1605185990,1605185990,0,0
1185,active,1,1605173798,1,0,0,6,4206,4206,1,False,19,8,,,1605185990,1605185990,0,0
1186,active,1,1605173797,1,0,0,3,4207,4207,1,False,7,12,,,1605185990,1605185990,0,0
1187,active,1,1605174997,1,0,0,2,4208,4208,1,False,7,12,,,1605185990,1605185990,0,1
1188,active,1,1605173798,1,0,0,1,4209,4209,1,False,3,15,,,1605185990,1605185990,0,0
1189,active,1,1605173797,1,0,0,3,4210,4210,1,False,5,19,,,1605185990,1605185990,0,0
1190,active,1,1605174996,1,0,0,1,4211,4211,1,False,2,17,,,1605185990,1605185990,0,0
1191,active,1,1605185435,1,1,0,1,4212,4212,1,False,2,16,,,1605185990,1605185990,0,0
1192,active,1,1605173797,1,0,0,1,4213,4213,1,False,2,17,,,1605185990,1605185990,0,0
1193,active,1,1605181870,1,1,0,0,4220,4220,1,False,3,22,,,1605185990,1605185990,0,0
1194,active,1,1605184686,1,1,0,1,4222,4222,1,False,15,11,,,1605185990,1605185990,0,0
1195,active,1,1605184988,1,1,0,1,4225,4225,1,False,7,25,,,1605185990,1605185990,0,1
1196,active,1,1605173798,1,0,0,0,4227,4227,1,False,2,17,,,1605185990,1605185990,0,0
1197,active,1,1605173798,1,0,0,1,4228,4228,1,False,3,16,,,1605185990,1605185990,0,0
1198,active,1,1605174997,1,0,0,0,4229,4229,1,False,3,20,,,1605185990,1605185990,0,0
1199,active,1,1605174997,1,0,0,0,4230,4230,1,False,0,19,,,1605185990,1605185990,0,0
1200,active,1,1605174996,1,0,0,2,4245,4245,1,False,4,19,,,1605185990,1605185990,0,0
1201,active,1,1605185652,1,0,0,14,4247,4247,1,False,20,1,,,1605185990,1605185990,0,0
1202,active,1,1605173796,1,0,0,5,4249,4249,1,False,25,0,,,1605185990,1605185990,0,1
1203,out_of_service,0,86400,0,0,0,0,4250,4250,0,False,0,0,,,1605185990,1605185990,0,0
