,legacy_id,last_reported,num_docks_available,station_status,num_bikes_disabled,station_id,is_installed,num_docks_disabled,is_returning,num_bikes_available,eightd_has_available_keys,num_ebikes_available,is_renting,eightd_active_station_services,valet,starttime,timestamp,demand,supply
111,355,1604260709,4,active,0,355,1,0,1,39,False,0,1,,,1604260795,1604260795,39,39
112,356,1604259482,1,active,0,356,1,0,1,22,False,0,1,,,1604260795,1604260795,22,22
113,358,1604255910,1,active,0,358,1,0,1,49,False,5,1,,,1604260795,1604260795,49,49
114,359,1604254827,66,active,3,359,1,0,1,9,False,1,1,,,1604260795,1604260795,9,9
115,360,1604258434,26,active,0,360,1,0,1,13,False,2,1,,,1604260795,1604260795,13,13
116,361,1604258785,1,active,2,361,1,0,1,40,False,2,1,,,1604260795,1604260795,40,40
117,362,1604252112,44,active,0,362,1,0,1,13,False,0,1,,,1604260795,1604260795,13,13
118,363,86400,0,out_of_service,0,363,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
119,364,1604255135,17,active,0,364,1,0,1,10,False,1,1,,,1604260795,1604260795,10,10
120,366,1604256293,20,active,0,366,1,0,1,13,False,2,1,,,1604260795,1604260795,13,13
121,367,1604257589,29,active,0,367,1,0,1,14,False,4,1,,,1604260795,1604260795,14,14
122,368,1604259734,10,active,3,368,1,0,1,34,False,3,1,,,1604260795,1604260795,34,34
123,369,1604260386,6,active,2,369,1,0,1,68,False,3,1,,,1604260795,1604260795,68,68
124,372,1604252207,25,active,0,372,1,0,1,2,False,0,1,,,1604260795,1604260795,2,2
125,373,1604260749,6,active,1,373,1,0,1,12,False,0,1,,,1604260795,1604260795,12,12
126,376,1604260442,35,active,0,376,1,0,1,8,False,1,1,,,1604260795,1604260795,8,8
127,377,1604258873,25,active,0,377,1,0,1,23,False,1,1,,,1604260795,1604260795,23,23
128,379,1604260021,8,active,0,379,1,0,1,48,False,5,1,,,1604260795,1604260795,48,48
129,380,1604259988,2,active,1,380,1,0,1,39,False,1,1,,,1604260795,1604260795,39,39
130,383,1604257354,15,active,1,383,1,0,1,23,False,2,1,,,1604260795,1604260795,23,23
131,385,1604260674,22,active,4,385,1,0,1,3,False,0,1,,,1604260795,1604260795,3,3
132,386,1604257909,38,active,1,386,1,0,1,43,False,0,1,,,1604260795,1604260795,43,43
133,387,1604259706,27,active,2,387,1,0,1,10,False,0,1,,,1604260795,1604260795,10,10
134,388,1604256197,29,active,0,388,1,0,1,6,False,0,1,,,1604260795,1604260795,6,6
135,389,1604258922,14,active,0,389,1,0,1,13,False,1,1,,,1604260795,1604260795,13,13
136,390,1604259537,17,active,0,390,1,0,1,14,False,0,1,,,1604260795,1604260795,14,14
137,391,86400,0,active,0,391,1,0,1,0,False,0,1,,,1604260795,1604260795,0,0
138,392,1604259545,14,active,0,392,1,0,1,21,False,3,1,,,1604260795,1604260795,21,21
139,393,1604258815,15,active,0,393,1,0,1,22,False,0,1,,,1604260795,1604260795,22,22
140,394,86400,0,out_of_service,0,394,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
141,396,1604260000,22,active,0,396,1,0,1,3,False,3,1,,,1604260795,1604260795,3,3
142,397,1604258826,66,active,1,397,1,0,1,8,False,4,1,,,1604260795,1604260795,8,8
143,398,1604257032,7,active,0,398,1,0,1,24,False,0,1,,,1604260795,1604260795,24,24
144,399,1604257550,26,active,1,399,1,0,1,12,False,5,1,,,1604260795,1604260795,12,12
145,400,1604257597,2,active,0,400,1,0,1,13,False,1,1,,,1604260795,1604260795,13,13
146,401,1604260517,22,active,2,401,1,0,1,18,False,3,1,,,1604260795,1604260795,18,18
147,402,1604260621,17,active,1,402,1,0,1,21,False,2,1,,,1604260795,1604260795,21,21
148,403,1604260516,3,active,2,403,1,0,1,26,False,0,1,,,1604260795,1604260795,26,26
149,405,1604260008,13,active,0,405,1,0,1,38,False,3,1,,,1604260795,1604260795,38,38
150,406,1604256719,20,active,0,406,1,0,1,0,False,0,1,,,1604260795,1604260795,0,0
151,408,1604260490,6,active,1,408,1,0,1,16,False,3,1,,,1604260795,1604260795,16,16
152,410,1604258892,13,active,1,410,1,0,1,31,False,0,1,,,1604260795,1604260795,31,31
153,411,1604260658,16,active,0,411,1,0,1,15,False,0,1,,,1604260795,1604260795,15,15
154,412,1604260162,4,active,0,412,1,0,1,25,False,1,1,,,1604260795,1604260795,25,25
155,415,1604260484,33,active,0,415,1,0,1,13,False,0,1,,,1604260795,1604260795,13,13
156,416,1604258060,16,active,1,416,1,0,1,14,False,2,1,,,1604260795,1604260795,14,14
157,417,1604258068,16,active,0,417,1,0,1,9,False,0,1,,,1604260795,1604260795,9,9
158,418,1604259258,14,active,0,418,1,0,1,23,False,1,1,,,1604260795,1604260795,23,23
159,419,1604250924,10,active,0,419,1,0,1,13,False,1,1,,,1604260795,1604260795,13,13
160,420,1604259991,33,active,2,420,1,0,1,16,False,4,1,,,1604260795,1604260795,16,16
161,421,1604259713,6,active,0,421,1,0,1,13,False,2,1,,,1604260795,1604260795,13,13
162,422,1604260242,43,active,3,422,1,0,1,32,False,0,1,,,1604260795,1604260795,32,32
163,423,1604259306,18,active,1,423,1,0,1,8,False,2,1,,,1604260795,1604260795,8,8
164,426,1604259839,5,active,4,426,1,0,1,21,True,3,1,,,1604260795,1604260795,21,21
165,427,1604253240,12,active,1,427,1,0,1,34,False,0,1,,,1604260795,1604260795,34,34
166,432,1604260767,0,active,1,432,1,0,1,30,False,1,1,,,1604260795,1604260795,30,30
167,434,1604260180,20,active,2,434,1,0,1,38,False,1,1,,,1604260795,1604260795,38,38
168,435,1604260588,12,active,3,435,1,0,1,35,False,2,1,,,1604260795,1604260795,35,35
169,436,1604260485,14,active,2,436,1,0,1,11,False,5,1,,,1604260795,1604260795,11,11
170,437,1604260536,17,active,0,437,1,0,1,7,False,1,1,,,1604260795,1604260795,7,7
171,438,1604260682,7,active,0,438,1,0,1,40,False,6,1,,,1604260795,1604260795,40,40
172,439,1604257956,11,active,2,439,1,0,1,30,False,0,1,,,1604260795,1604260795,30,30
173,440,1604258944,22,active,0,440,1,0,1,10,False,4,1,,,1604260795,1604260795,10,10
174,442,1604256431,26,active,0,442,1,0,1,25,False,3,1,,,1604260795,1604260795,25,25
175,443,1604249818,1,active,1,443,1,0,1,21,False,0,1,,,1604260795,1604260795,21,21
176,445,1604260785,28,active,5,445,1,0,1,47,False,3,1,,,1604260795,1604260795,47,47
177,446,1604260723,53,active,3,446,1,0,1,23,False,1,1,,,1604260795,1604260795,23,23
178,447,1604259850,4,active,0,447,1,0,1,27,False,6,1,,,1604260795,1604260795,27,27
179,448,1604259355,25,active,1,448,1,0,1,1,False,0,1,,,1604260795,1604260795,1,1
180,450,1604260545,49,active,3,450,1,0,1,15,False,1,1,,,1604260795,1604260795,15,15
181,453,1604216149,4,active,2,453,1,0,1,43,False,2,1,,,1604260795,1604260795,43,43
182,454,1604260149,4,active,1,454,1,0,1,30,False,1,1,,,1604260795,1604260795,30,30
183,455,1604259376,46,active,1,455,1,0,1,12,False,0,1,,,1604260795,1604260795,12,12
184,456,1604255950,27,active,0,456,1,0,1,7,False,5,1,,,1604260795,1604260795,7,7
185,458,1604256347,0,active,0,458,1,0,1,31,False,2,1,,,1604260795,1604260795,31,31
186,460,1604260587,2,active,2,460,1,0,1,21,False,4,1,,,1604260795,1604260795,21,21
187,461,1604258697,33,active,0,461,1,0,1,23,False,3,1,,,1604260795,1604260795,23,23
188,462,1604259122,18,active,0,462,1,0,1,59,False,1,1,,,1604260795,1604260795,59,59
189,464,1604252636,50,active,0,464,1,0,1,3,False,0,1,,,1604260795,1604260795,3,3
190,465,1604259439,26,active,0,465,1,0,1,13,False,6,1,,,1604260795,1604260795,13,13
191,466,1604260214,20,active,1,466,1,8,1,6,False,1,1,,,1604260795,1604260795,6,6
192,467,1604257739,0,active,0,467,1,0,1,34,False,1,1,,,1604260795,1604260795,34,34
193,468,1604259605,12,active,5,468,1,0,1,48,False,33,1,,,1604260795,1604260795,48,48
194,469,1604259577,15,active,1,469,1,0,1,41,False,2,1,,,1604260795,1604260795,41,41
195,470,1604260765,42,active,1,470,1,0,1,29,False,1,1,,,1604260795,1604260795,29,29
196,471,1604259806,13,active,1,471,1,0,1,17,False,1,1,,,1604260795,1604260795,17,17
197,472,1604260783,50,active,0,472,1,0,1,5,False,0,1,,,1604260795,1604260795,5,5
198,473,1604259729,27,active,2,473,1,0,1,21,False,0,1,,,1604260795,1604260795,21,21
199,474,1604260753,9,active,2,474,1,0,1,45,False,0,1,,,1604260795,1604260795,45,45
200,476,1604259836,21,active,3,476,1,0,1,41,False,2,1,,,1604260795,1604260795,41,41
201,477,1604259479,13,active,1,477,1,0,1,57,False,0,1,,,1604260795,1604260795,57,57
202,478,1604260409,0,active,2,478,1,0,1,35,False,15,1,,,1604260795,1604260795,35,35
203,479,1604260146,17,active,0,479,1,0,1,14,False,2,1,,,1604260795,1604260795,14,14
204,480,1604257698,16,active,1,480,1,0,1,12,False,0,1,,,1604260795,1604260795,12,12
205,481,1604258478,8,active,0,481,1,0,1,17,False,0,1,,,1604260795,1604260795,17,17
206,482,1604260715,15,active,1,482,1,0,0,63,False,5,0,,,1604260795,1604260795,63,63
207,483,1604260450,20,active,0,483,1,0,1,14,False,1,1,,,1604260795,1604260795,14,14
208,484,1604260014,36,active,0,484,1,0,1,10,False,1,1,,,1604260795,1604260795,10,10
209,485,1604257464,36,active,0,485,1,0,1,4,False,1,1,,,1604260795,1604260795,4,4
210,486,1604259665,18,active,0,486,1,0,1,23,False,1,1,,,1604260795,1604260795,23,23
211,487,1604258864,21,active,2,487,1,0,1,12,False,0,1,,,1604260795,1604260795,12,12
212,489,1604260507,38,active,1,489,1,0,1,10,False,0,1,,,1604260795,1604260795,10,10
213,490,1604260561,0,active,0,490,1,0,1,66,False,7,1,,,1604260795,1604260795,66,66
214,492,1604260476,2,active,1,492,1,0,1,65,False,1,1,,,1604260795,1604260795,65,65
215,493,1604260719,30,active,1,493,1,0,1,3,False,3,1,,,1604260795,1604260795,3,3
216,494,1604260602,30,active,0,494,1,0,1,36,False,3,1,,,1604260795,1604260795,36,36
217,495,1604260082,26,active,1,495,1,0,1,12,False,3,1,,,1604260795,1604260795,12,12
218,496,1604260333,18,active,0,496,1,1,1,46,False,2,1,,,1604260795,1604260795,46,46
219,497,1604258962,19,active,3,497,1,0,1,44,False,0,1,,,1604260795,1604260795,44,44
220,499,1604260779,11,active,1,499,1,0,1,24,True,9,1,,,1604260795,1604260795,24,24
221,500,1604256609,18,active,2,500,1,0,1,32,False,20,1,,,1604260795,1604260795,32,32
222,501,1604260278,31,active,3,501,1,0,1,45,False,2,1,,,1604260795,1604260795,45,45
223,502,1604259656,0,active,0,502,1,0,1,36,False,0,1,,,1604260795,1604260795,36,36
224,503,1604259691,13,active,0,503,1,0,1,18,False,4,1,,,1604260795,1604260795,18,18
225,504,1604260251,31,active,1,504,1,0,1,22,False,2,1,,,1604260795,1604260795,22,22
226,505,1604259419,11,active,2,505,1,0,1,39,False,5,1,,,1604260795,1604260795,39,39
227,507,1604259790,24,active,0,507,1,0,1,21,False,1,1,,,1604260795,1604260795,21,21
228,508,1604253730,20,active,1,508,1,0,1,4,False,2,1,,,1604260795,1604260795,4,4
229,509,1604260761,23,active,0,509,1,0,1,38,False,4,1,,,1604260795,1604260795,38,38
230,510,1604257888,51,active,0,510,1,0,1,4,False,0,1,,,1604260795,1604260795,4,4
231,513,1604257570,18,active,1,513,1,0,1,10,False,1,1,,,1604260795,1604260795,10,10
232,514,1604256895,7,active,3,514,1,0,1,42,True,1,1,,,1604260795,1604260795,42,42
233,515,1604260681,4,active,3,515,1,0,0,72,False,3,0,,,1604260795,1604260795,72,72
234,516,1604260076,15,active,1,516,1,0,1,15,False,2,1,,,1604260795,1604260795,15,15
235,517,1604255528,23,active,0,517,1,0,1,46,False,0,1,,,1604260795,1604260795,46,46
236,519,1604260734,25,active,0,519,1,0,1,44,False,5,1,,,1604260795,1604260795,44,44
237,522,1604260164,8,active,1,522,1,0,1,42,False,0,1,,,1604260795,1604260795,42,42
238,525,1604260666,9,active,0,525,1,0,1,47,False,4,1,,,1604260795,1604260795,47,47
239,526,1604256226,33,active,0,526,1,0,0,7,False,0,0,,,1604260795,1604260795,7,7
240,528,1604260622,4,active,4,528,1,0,1,31,False,1,1,,,1604260795,1604260795,31,31
241,529,1604260101,24,active,0,529,1,0,1,17,False,2,1,,,1604260795,1604260795,17,17
242,530,1604260749,5,active,3,530,1,0,1,16,False,3,1,,,1604260795,1604260795,16,16
243,531,1604260084,6,active,0,531,1,0,1,33,False,1,1,,,1604260795,1604260795,33,33
244,532,1604260049,6,active,0,532,1,0,1,37,False,4,1,,,1604260795,1604260795,37,37
245,533,1604256924,40,active,1,533,1,0,1,5,False,0,1,,,1604260795,1604260795,5,5
246,534,1604255498,1,active,2,534,1,0,1,28,False,3,1,,,1604260795,1604260795,28,28
247,536,1604259405,12,active,2,536,1,0,1,14,False,0,1,,,1604260795,1604260795,14,14
248,539,1604258490,1,active,1,539,1,0,1,29,False,2,1,,,1604260795,1604260795,29,29
249,540,1604260288,44,active,1,540,1,1,1,8,False,1,1,,,1604260795,1604260795,8,8
250,545,1604259816,11,active,0,545,1,0,1,16,False,2,1,,,1604260795,1604260795,16,16
251,546,1604260469,35,active,1,546,1,0,1,9,False,2,1,,,1604260795,1604260795,9,9
252,2000,1604260155,9,active,2,2000,1,0,1,46,False,0,1,,,1604260795,1604260795,46,46
253,2002,1604259436,1,active,0,2002,1,0,1,26,False,3,1,,,1604260795,1604260795,26,26
254,2003,1604260194,33,active,1,2003,1,0,1,20,False,2,1,,,1604260795,1604260795,20,20
255,2005,1604236301,4,active,0,2005,1,0,1,8,False,0,1,,,1604260795,1604260795,8,8
256,2006,1604259083,35,active,0,2006,1,0,1,14,True,3,1,,,1604260795,1604260795,14,14
257,2008,1604260355,6,active,1,2008,1,0,1,17,True,0,1,,,1604260795,1604260795,17,17
258,2009,1604260286,4,active,2,2009,1,0,1,29,False,4,1,,,1604260795,1604260795,29,29
259,2010,1604260064,49,active,2,2010,1,0,1,14,False,2,1,,,1604260795,1604260795,14,14
260,2012,1604260708,17,active,2,2012,1,0,1,16,False,2,1,,,1604260795,1604260795,16,16
261,2017,1604258027,29,active,1,2017,1,0,1,9,False,2,1,,,1604260795,1604260795,9,9
262,2021,1604257783,52,active,3,2021,1,0,1,10,False,1,1,,,1604260795,1604260795,10,10
263,2022,1604260526,26,active,1,2022,1,0,1,6,False,4,1,,,1604260795,1604260795,6,6
264,3016,1604260655,21,active,2,3016,1,0,1,31,False,5,1,,,1604260795,1604260795,31,31
265,3041,1604259135,12,active,2,3041,1,0,1,10,False,4,1,,,1604260795,1604260795,10,10
266,3042,1604259099,8,active,2,3042,1,0,1,9,False,5,1,,,1604260795,1604260795,9,9
267,3043,1604258215,5,active,0,3043,1,0,1,14,False,1,1,,,1604260795,1604260795,14,14
268,3044,1604254764,11,active,0,3044,1,0,1,16,False,3,1,,,1604260795,1604260795,16,16
269,3046,1604252429,15,active,0,3046,1,0,1,4,False,1,1,,,1604260795,1604260795,4,4
270,3047,1604254213,5,active,0,3047,1,0,1,16,False,2,1,,,1604260795,1604260795,16,16
271,3048,1604260714,6,active,1,3048,1,0,1,12,False,3,1,,,1604260795,1604260795,12,12
272,3049,1604259093,8,active,1,3049,1,0,1,9,False,2,1,,,1604260795,1604260795,9,9
273,3050,1604260546,19,active,1,3050,1,0,1,1,False,0,1,,,1604260795,1604260795,1,1
274,3052,1604259402,16,active,2,3052,1,0,1,5,False,2,1,,,1604260795,1604260795,5,5
275,3053,1604258315,17,active,2,3053,1,0,1,4,False,1,1,,,1604260795,1604260795,4,4
276,3054,1604260020,15,active,1,3054,1,0,1,3,False,2,1,,,1604260795,1604260795,3,3
277,3055,1604260173,19,active,0,3055,1,0,1,4,False,0,1,,,1604260795,1604260795,4,4
278,3056,1604257861,7,active,1,3056,1,0,1,15,False,2,1,,,1604260795,1604260795,15,15
279,3057,1604258846,12,active,0,3057,1,0,1,6,False,2,1,,,1604260795,1604260795,6,6
280,3058,1604257649,15,active,0,3058,1,0,1,9,False,0,1,,,1604260795,1604260795,9,9
281,3059,1604256392,18,active,0,3059,1,0,1,1,False,1,1,,,1604260795,1604260795,1,1
282,3060,1604260299,16,active,0,3060,1,0,1,3,False,3,1,,,1604260795,1604260795,3,3
283,3061,1604259018,16,active,0,3061,1,0,1,5,False,1,1,,,1604260795,1604260795,5,5
284,3062,1604252983,20,active,0,3062,1,0,1,3,False,0,1,,,1604260795,1604260795,3,3
285,3063,1604250048,12,active,0,3063,1,0,1,8,False,1,1,,,1604260795,1604260795,8,8
286,3064,1604259710,18,active,0,3064,1,0,1,5,False,1,1,,,1604260795,1604260795,5,5
287,3065,1604260302,29,active,0,3065,1,0,1,2,False,1,1,,,1604260795,1604260795,2,2
288,3066,1604257762,9,active,1,3066,1,0,1,9,False,0,1,,,1604260795,1604260795,9,9
289,3067,1604259953,15,active,0,3067,1,0,1,12,False,2,1,,,1604260795,1604260795,12,12
