,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,starttime,timestamp,demand,supply
1072,4080,0,active,False,15,6,0,1,1604873064,1,0,1,4080,1604890805,1604890805,0,0
1073,4081,0,active,False,20,1,0,1,1604888911,1,0,1,4081,1604890805,1604890805,0,1
1074,4082,1,active,False,27,2,1,1,1604883416,1,0,1,4082,1604890805,1604890805,0,0
1075,4083,2,active,False,17,3,0,1,1604889371,1,0,1,4083,1604890805,1604890805,0,1
1076,4084,1,active,False,20,1,1,1,1604890015,1,0,1,4084,1604890805,1604890805,1,0
1077,4085,0,active,False,24,1,0,1,1604888009,1,0,1,4085,1604890805,1604890805,0,0
1078,4086,0,active,False,11,10,0,1,1604881673,1,0,1,4086,1604890805,1604890805,0,0
1079,4087,0,active,False,21,0,1,1,1604874916,1,0,1,4087,1604890805,1604890805,0,0
1080,4088,3,active,False,12,6,2,1,1604890686,1,0,1,4088,1604890805,1604890805,0,0
1081,4090,0,active,False,19,2,0,1,1604882951,1,0,1,4090,1604890805,1604890805,0,0
1082,4091,1,active,False,2,2,17,1,1604879445,1,0,1,4091,1604890805,1604890805,0,0
1083,4092,0,active,False,16,3,0,1,1604868630,1,0,1,4092,1604890805,1604890805,0,0
1084,4093,0,active,False,21,2,2,1,1604885871,1,0,1,4093,1604890805,1604890805,2,0
1085,4094,1,active,False,17,4,0,1,1604886056,1,0,1,4094,1604890805,1604890805,0,0
1086,4095,0,active,False,17,4,0,1,1604875806,1,0,1,4095,1604890805,1604890805,0,0
1087,4096,1,active,False,29,1,0,1,1604886232,1,0,1,4096,1604890805,1604890805,1,0
1088,4098,2,active,False,17,2,1,1,1604881027,1,0,1,4098,1604890805,1604890805,0,0
1089,4099,2,active,False,8,12,1,1,1604890648,1,0,1,4099,1604890805,1604890805,0,0
1090,4101,0,active,False,9,10,0,1,1604889748,1,0,1,4101,1604890805,1604890805,0,0
1091,4102,0,active,False,20,2,0,1,1604885215,1,0,1,4102,1604890805,1604890805,0,0
1092,4103,1,active,False,15,3,1,1,1604889796,1,0,1,4103,1604890805,1604890805,2,0
1093,4104,1,active,False,19,1,0,1,1604878122,1,0,1,4104,1604890805,1604890805,0,0
1094,4105,0,active,False,19,2,0,1,1604889357,1,0,1,4105,1604890805,1604890805,0,0
1095,4106,0,active,False,17,1,1,1,1604890394,1,0,1,4106,1604890805,1604890805,0,0
1096,4107,2,active,False,21,3,0,1,1604886331,1,0,1,4107,1604890805,1604890805,0,0
1097,4108,0,active,False,5,14,0,1,1604868943,1,0,1,4108,1604890805,1604890805,0,0
1098,4109,2,active,False,17,2,2,1,1604888891,1,0,1,4109,1604890805,1604890805,0,0
1099,4110,0,active,False,0,0,0,1,86400,1,0,1,4110,1604890805,1604890805,0,0
1100,4112,0,active,False,5,12,1,1,1604886052,1,0,1,4112,1604890805,1604890805,0,1
1101,4113,0,active,False,11,10,1,1,1604883683,1,0,1,4113,1604890805,1604890805,0,0
1102,4114,0,active,False,22,2,1,1,1604883380,1,0,1,4114,1604890805,1604890805,0,0
1103,4115,0,active,False,24,0,1,1,1604884444,1,0,1,4115,1604890805,1604890805,0,0
1104,4116,0,active,False,12,7,0,1,1604869229,1,0,1,4116,1604890805,1604890805,0,0
1105,4117,3,active,False,0,25,2,1,1604888785,1,0,1,4117,1604890805,1604890805,0,0
1106,4118,0,out_of_service,False,0,0,0,0,86400,0,0,0,4118,1604890805,1604890805,0,0
1107,4120,0,active,False,36,5,2,1,1604890451,1,0,1,4120,1604890805,1604890805,0,3
1108,4121,1,active,False,39,11,3,1,1604889784,1,0,1,4121,1604890805,1604890805,1,0
1109,4122,1,active,True,45,7,1,1,1604889085,1,0,1,4122,1604890805,1604890805,0,0
1110,4123,1,active,True,18,4,3,1,1604890182,1,0,1,4123,1604890805,1604890805,1,0
1111,4124,2,active,False,44,2,2,1,1604890715,1,0,1,4124,1604890805,1604890805,0,0
1112,4125,2,active,False,32,5,0,1,1604890178,1,0,1,4125,1604890805,1604890805,0,1
1113,4126,0,active,False,7,12,0,1,1604888010,1,0,1,4126,1604890805,1604890805,0,0
1114,4127,1,active,False,18,1,0,1,1604881273,1,0,1,4127,1604890805,1604890805,1,0
1115,4128,1,active,False,18,6,0,1,1604889906,1,0,1,4128,1604890805,1604890805,0,0
1116,4129,1,active,False,18,1,0,1,1604889016,1,0,1,4129,1604890805,1604890805,0,0
1117,4130,1,active,False,19,3,0,1,1604885108,1,0,1,4130,1604890805,1604890805,0,1
1118,4131,0,active,False,16,3,0,1,1604889465,1,0,1,4131,1604890805,1604890805,0,1
1119,4132,1,active,False,16,2,1,1,1604888036,1,0,1,4132,1604890805,1604890805,0,0
1120,4133,0,active,False,13,7,0,1,1604881731,1,0,1,4133,1604890805,1604890805,0,1
1121,4134,1,active,False,5,19,0,1,1604884116,1,0,1,4134,1604890805,1604890805,0,0
1122,4135,1,active,False,14,8,0,1,1604887029,1,1,1,4135,1604890805,1604890805,0,0
1123,4136,1,active,False,10,9,1,1,1604890361,1,0,1,4136,1604890805,1604890805,0,1
1124,4137,0,active,False,22,5,0,1,1604886347,1,0,1,4137,1604890805,1604890805,0,0
1125,4138,0,active,False,17,1,1,1,1604881063,1,0,1,4138,1604890805,1604890805,0,0
1126,4139,2,active,False,13,5,1,1,1604890261,1,0,1,4139,1604890805,1604890805,0,0
1127,4140,0,active,False,20,3,0,1,1604876108,1,1,1,4140,1604890805,1604890805,1,0
1128,4141,2,active,False,8,12,0,1,1604889504,1,0,1,4141,1604890805,1604890805,0,0
1129,4142,1,active,False,18,1,0,1,1604875606,1,0,1,4142,1604890805,1604890805,0,0
1130,4143,0,active,False,19,2,0,1,1604843486,1,0,1,4143,1604890805,1604890805,0,0
1131,4144,2,active,False,18,3,0,1,1604874286,1,0,1,4144,1604890805,1604890805,0,0
1132,4146,0,active,False,1,0,2,1,1604890582,1,26,1,4146,1604890805,1604890805,0,0
1133,4147,1,active,False,15,4,0,1,1604878909,1,0,1,4147,1604890805,1604890805,0,1
1134,4148,1,active,False,17,10,0,1,1604888871,1,0,1,4148,1604890805,1604890805,0,1
1135,4149,1,active,False,15,3,2,1,1604888591,1,0,1,4149,1604890805,1604890805,0,0
1136,4151,0,out_of_service,False,0,0,0,0,86400,0,0,0,4151,1604890805,1604890805,0,0
1137,4152,1,active,False,18,3,0,1,1604882112,1,0,1,4152,1604890805,1604890805,0,0
1138,4153,0,active,False,24,3,0,1,1604889345,1,0,1,4153,1604890805,1604890805,0,0
1139,4154,1,active,False,18,1,0,1,1604888069,1,0,1,4154,1604890805,1604890805,0,0
1140,4155,0,active,False,16,3,0,1,1604890278,1,0,1,4155,1604890805,1604890805,0,0
1141,4156,1,active,False,11,8,0,1,1604884095,1,0,1,4156,1604890805,1604890805,0,0
1142,4157,1,active,False,15,3,1,1,1604886808,1,0,1,4157,1604890805,1604890805,0,0
1143,4158,0,active,False,4,0,0,1,1604875691,1,0,1,4158,1604890805,1604890805,0,0
1144,4159,0,active,False,4,15,0,1,1604872871,1,0,1,4159,1604890805,1604890805,1,0
1145,4160,0,active,False,10,9,0,1,1604867189,1,0,1,4160,1604890805,1604890805,0,0
1146,4161,1,active,False,16,3,0,1,1604885071,1,0,1,4161,1604890805,1604890805,0,0
1147,4162,2,active,False,6,12,1,1,1604887997,1,0,1,4162,1604890805,1604890805,1,0
1148,4163,1,active,False,8,11,0,1,1604888023,1,0,1,4163,1604890805,1604890805,0,0
1149,4164,0,active,False,15,3,0,1,1604888296,1,0,1,4164,1604890805,1604890805,0,0
1150,4165,0,active,False,17,1,1,1,1604866245,1,0,1,4165,1604890805,1604890805,0,0
1151,4166,0,active,False,3,24,0,1,1604885896,1,0,1,4166,1604890805,1604890805,0,0
1152,4167,5,active,False,6,12,1,1,1604887800,1,0,1,4167,1604890805,1604890805,0,0
1153,4168,0,active,False,19,0,0,1,1604883111,1,0,1,4168,1604890805,1604890805,0,0
1154,4169,0,active,False,21,0,0,1,1604859281,1,0,1,4169,1604890805,1604890805,0,0
1155,4170,0,active,False,15,4,0,1,1604869282,1,0,1,4170,1604890805,1604890805,1,0
1156,4171,0,active,False,20,1,0,1,1604875632,1,0,1,4171,1604890805,1604890805,0,0
1157,4172,0,active,False,10,8,1,1,1604885927,1,0,1,4172,1604890805,1604890805,0,0
1158,4173,3,active,False,15,3,2,1,1604883065,1,0,1,4173,1604890805,1604890805,1,0
1159,4174,3,active,False,5,16,0,1,1604885520,1,0,1,4174,1604890805,1604890805,0,3
1160,4175,1,active,False,3,16,1,1,1604865284,1,0,1,4175,1604890805,1604890805,0,1
1161,4177,0,active,False,17,2,1,1,1604875634,1,0,1,4177,1604890805,1604890805,0,0
1162,4179,2,active,False,16,7,0,1,1604889124,1,0,1,4179,1604890805,1604890805,0,0
1163,4180,1,active,False,13,7,0,1,1604875823,1,0,1,4180,1604890805,1604890805,0,0
1164,4181,0,active,False,16,2,1,1,1604888730,1,0,1,4181,1604890805,1604890805,0,0
1165,4182,0,active,False,13,5,1,1,1604868153,1,0,1,4182,1604890805,1604890805,0,0
1166,4183,4,active,False,10,7,2,1,1604886654,1,0,1,4183,1604890805,1604890805,0,2
1167,4185,4,active,False,11,7,1,1,1604890109,1,0,1,4185,1604890805,1604890805,2,0
1168,4186,1,active,False,20,7,0,1,1604885434,1,0,1,4186,1604890805,1604890805,0,0
1169,4188,0,active,False,27,3,1,1,1604886838,1,0,1,4188,1604890805,1604890805,0,0
1170,4189,0,active,False,17,2,0,1,1604888556,1,0,1,4189,1604890805,1604890805,0,0
1171,4190,0,active,False,19,0,0,1,1604884459,1,0,1,4190,1604890805,1604890805,0,0
1172,4191,0,active,False,19,1,0,1,1604869112,1,0,1,4191,1604890805,1604890805,0,0
1173,4192,0,active,False,11,8,0,1,1604883759,1,0,1,4192,1604890805,1604890805,0,0
1174,4193,5,active,False,9,9,3,1,1604890748,1,0,1,4193,1604890805,1604890805,1,0
1175,4194,0,active,False,24,5,1,1,1604890695,1,0,1,4194,1604890805,1604890805,1,0
1176,4195,0,active,False,11,18,1,1,1604878158,1,0,1,4195,1604890805,1604890805,0,0
1177,4198,1,active,False,17,4,0,1,1604882163,1,0,1,4198,1604890805,1604890805,0,1
1178,4199,1,active,False,15,6,0,1,1604885436,1,0,1,4199,1604890805,1604890805,0,0
1179,4200,0,active,False,25,1,1,1,1604880813,1,0,1,4200,1604890805,1604890805,0,0
1180,4201,0,active,False,10,11,0,1,1604889084,1,0,1,4201,1604890805,1604890805,0,0
1181,4202,0,active,False,10,8,1,1,1604882970,1,0,1,4202,1604890805,1604890805,0,0
1182,4204,1,active,False,17,2,0,1,1604888619,1,0,1,4204,1604890805,1604890805,0,0
1183,4205,3,active,False,10,9,0,1,1604890225,1,0,1,4205,1604890805,1604890805,0,0
1184,4206,16,active,False,0,25,2,0,1604678954,1,0,0,4206,1604890805,1604890805,0,0
1185,4207,1,active,False,16,3,0,1,1604887145,1,0,1,4207,1604890805,1604890805,0,1
1186,4208,0,active,False,15,4,0,1,1604873843,1,0,1,4208,1604890805,1604890805,0,0
1187,4209,0,active,False,18,0,0,1,1604829115,1,0,1,4209,1604890805,1604890805,0,0
1188,4210,1,active,False,19,3,2,1,1604887148,1,0,1,4210,1604890805,1604890805,0,0
1189,4211,2,active,False,16,3,0,1,1604890473,1,0,1,4211,1604890805,1604890805,1,0
1190,4212,0,active,False,19,0,0,1,1604872919,1,0,1,4212,1604890805,1604890805,0,0
1191,4213,0,active,False,18,1,0,1,1604872975,1,0,1,4213,1604890805,1604890805,0,0
1192,4220,1,active,False,21,5,0,1,1604889746,1,0,1,4220,1604890805,1604890805,0,1
1193,4222,0,active,False,7,20,0,1,1604889526,1,0,1,4222,1604890805,1604890805,0,0
1194,4225,0,active,False,25,7,1,1,1604890752,1,0,1,4225,1604890805,1604890805,0,0
1195,4227,0,active,False,17,2,0,1,1604886784,1,0,1,4227,1604890805,1604890805,0,0
1196,4228,1,active,False,18,1,0,1,1604869859,1,0,1,4228,1604890805,1604890805,0,0
1197,4229,0,active,False,23,0,0,1,1604877162,1,0,1,4229,1604890805,1604890805,0,0
1198,4230,2,active,False,17,2,0,1,1604887421,1,0,1,4230,1604890805,1604890805,0,0
1199,4245,0,active,False,22,1,0,1,1604875959,1,0,1,4245,1604890805,1604890805,0,0
1200,4247,0,active,False,20,0,1,1,1604884873,1,0,1,4247,1604890805,1604890805,0,0
1201,4249,0,active,False,4,20,1,1,1604888705,1,0,1,4249,1604890805,1604890805,0,0
1202,4250,0,out_of_service,False,0,0,0,0,86400,0,0,0,4250,1604890805,1604890805,0,0
