,station_status,eightd_has_available_keys,legacy_id,station_id,is_installed,is_returning,last_reported,num_docks_disabled,num_bikes_available,is_renting,num_docks_available,num_ebikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
119,active,False,364,364,1,1,1604663547,0,1,1,25,0,1,,,1604664000,1604664000,0,1
120,active,False,366,366,1,1,1604663431,0,21,1,12,1,0,,,1604664000,1604664000,0,6
121,active,False,367,367,1,1,1604663823,0,16,1,27,2,0,,,1604664000,1604664000,9,0
122,active,False,368,368,1,1,1604663268,0,32,1,14,2,1,,,1604664000,1604664000,0,5
123,active,False,369,369,1,1,1604663379,0,45,1,31,1,0,,,1604664000,1604664000,0,0
124,active,False,372,372,1,1,1604663140,0,3,1,24,0,0,,,1604664000,1604664000,0,1
125,active,False,373,373,1,1,1604663898,0,2,1,17,0,0,,,1604664000,1604664000,0,2
126,active,False,376,376,1,0,1604656507,0,22,0,21,4,0,,,1604664000,1604664000,3,0
127,active,False,377,377,1,1,1604662252,0,34,1,14,0,0,,,1604664000,1604664000,0,2
128,active,False,379,379,1,1,1604663826,0,19,1,37,0,0,,,1604664000,1604664000,0,11
129,active,False,380,380,1,1,1604663981,0,26,1,15,1,1,,,1604664000,1604664000,0,9
130,active,False,383,383,1,1,1604663353,1,33,1,4,0,1,,,1604664000,1604664000,0,1
131,active,False,385,385,1,1,1604663483,0,18,1,11,0,0,,,1604664000,1604664000,0,8
132,active,False,386,386,1,1,1604663741,0,51,1,31,0,0,,,1604664000,1604664000,0,0
133,active,False,387,387,1,1,1604663364,0,8,1,30,1,1,,,1604664000,1604664000,6,0
134,active,False,388,388,1,1,1604663629,0,6,1,29,2,0,,,1604664000,1604664000,0,2
135,active,False,389,389,1,1,1604663565,0,25,1,2,6,0,,,1604664000,1604664000,0,6
136,active,False,390,390,1,1,1604663828,0,25,1,5,1,1,,,1604664000,1604664000,0,4
137,active,False,391,391,1,1,1604663858,31,0,1,0,0,12,,,1604664000,1604664000,0,0
138,active,False,392,392,1,1,1604663591,0,23,1,12,0,0,,,1604664000,1604664000,0,1
139,active,False,393,393,1,1,1604663734,0,30,1,6,0,1,,,1604664000,1604664000,0,6
140,out_of_service,False,394,394,0,0,86400,0,0,0,0,0,0,,,1604664000,1604664000,0,0
141,active,False,396,396,1,1,1604644149,0,2,1,23,1,0,,,1604664000,1604664000,2,0
142,active,False,397,397,1,1,1604645350,0,3,1,71,0,1,,,1604664000,1604664000,0,1
143,active,False,398,398,1,1,1604662753,0,23,1,8,1,0,,,1604664000,1604664000,2,0
144,active,False,399,399,1,1,1604663599,0,7,1,31,1,1,,,1604664000,1604664000,0,0
145,active,False,400,400,1,1,1604659275,0,12,1,3,0,0,,,1604664000,1604664000,0,1
146,active,False,401,401,1,1,1604663744,0,20,1,22,0,0,,,1604664000,1604664000,0,7
147,active,False,402,402,1,1,1604663960,0,6,1,33,1,0,,,1604664000,1604664000,0,5
148,active,False,403,403,1,1,1604663988,0,18,1,11,1,2,,,1604664000,1604664000,0,0
149,active,True,405,405,1,1,1604663323,0,45,1,6,1,0,,,1604664000,1604664000,0,4
150,active,False,406,406,1,1,1604661611,0,9,1,11,0,0,,,1604664000,1604664000,0,3
151,active,False,408,408,1,1,1604663069,0,19,1,3,0,1,,,1604664000,1604664000,0,2
152,active,False,410,410,1,1,1604662859,0,34,1,10,0,1,,,1604664000,1604664000,0,6
153,active,False,411,411,1,1,1604663794,0,30,1,0,1,1,,,1604664000,1604664000,0,6
154,active,False,412,412,1,1,1604663473,0,23,1,5,0,1,,,1604664000,1604664000,1,0
155,active,False,415,415,1,1,1604663955,0,18,1,28,2,0,,,1604664000,1604664000,7,0
156,active,False,416,416,1,1,1604663392,0,12,1,19,3,0,,,1604664000,1604664000,0,3
157,active,False,417,417,1,1,1604663295,0,5,1,20,3,0,,,1604664000,1604664000,0,1
158,active,False,418,418,1,1,1604662955,0,36,1,1,2,0,,,1604664000,1604664000,0,1
159,active,False,419,419,1,1,1604658081,0,12,1,11,0,0,,,1604664000,1604664000,0,1
160,active,False,420,420,1,1,1604646746,0,10,1,40,0,1,,,1604664000,1604664000,0,3
161,active,False,421,421,1,1,1604652180,0,14,1,5,0,0,,,1604664000,1604664000,0,1
162,active,False,422,422,1,1,1604663987,0,35,1,41,8,2,,,1604664000,1604664000,0,12
163,active,False,423,423,1,1,1604662424,0,10,1,16,0,1,,,1604664000,1604664000,0,1
164,active,True,426,426,1,1,1604663770,0,22,1,7,1,1,,,1604664000,1604664000,0,22
165,active,False,427,427,1,1,1604660878,0,35,1,10,5,2,,,1604664000,1604664000,1,0
166,active,False,432,432,1,1,1604663973,0,28,1,3,0,0,,,1604664000,1604664000,0,1
167,active,False,434,434,1,1,1604663382,0,41,1,19,0,0,,,1604664000,1604664000,0,2
168,active,False,435,435,1,1,1604663614,0,4,1,44,2,2,,,1604664000,1604664000,1,0
169,active,False,436,436,1,1,1604644148,3,8,1,16,1,0,,,1604664000,1604664000,0,2
170,active,False,437,437,1,1,1604661503,0,3,1,21,1,0,,,1604664000,1604664000,3,0
171,active,False,438,438,1,1,1604663203,0,38,1,9,0,0,,,1604664000,1604664000,0,1
172,active,False,439,439,1,1,1604663857,0,34,1,8,3,1,,,1604664000,1604664000,3,0
173,active,False,440,440,1,1,1604663263,0,8,1,24,0,0,,,1604664000,1604664000,2,0
174,active,False,442,442,1,1,1604663906,0,6,1,42,0,3,,,1604664000,1604664000,2,0
175,active,False,443,443,1,1,1604647074,0,5,1,18,3,0,,,1604664000,1604664000,2,0
176,active,False,445,445,1,1,1604663889,0,72,1,8,1,0,,,1604664000,1604664000,0,11
177,active,False,446,446,1,1,1604663758,0,32,1,43,0,4,,,1604664000,1604664000,0,2
178,active,False,447,447,1,1,1604662268,0,25,1,5,0,1,,,1604664000,1604664000,0,3
179,active,False,448,448,1,1,1604663974,0,6,1,17,0,4,,,1604664000,1604664000,1,0
180,active,False,450,450,1,1,1604663773,0,45,1,21,0,1,,,1604664000,1604664000,1,0
181,active,False,453,453,1,1,1604663068,0,59,1,7,0,0,,,1604664000,1604664000,0,6
182,active,False,454,454,1,1,1604663001,0,17,1,17,0,1,,,1604664000,1604664000,0,3
183,active,False,455,455,1,1,1604663027,0,26,1,32,0,1,,,1604664000,1604664000,4,0
184,active,False,456,456,1,1,1604663862,0,11,1,22,2,1,,,1604664000,1604664000,16,0
185,active,False,457,457,1,1,1604663553,0,3,1,75,1,1,,,1604664000,1604664000,0,0
186,active,False,458,458,1,1,1604663908,0,7,1,24,1,0,,,1604664000,1604664000,0,2
187,active,False,460,460,1,1,1604663986,0,17,1,6,1,2,,,1604664000,1604664000,0,0
188,active,False,461,461,1,1,1604663835,0,24,1,32,1,0,,,1604664000,1604664000,5,0
189,active,False,462,462,1,1,1604663920,0,72,1,5,0,0,,,1604664000,1604664000,0,3
190,active,False,464,464,1,1,1604663561,1,20,1,32,0,0,,,1604664000,1604664000,4,0
191,active,False,465,465,1,1,1604663233,0,7,1,32,0,0,,,1604664000,1604664000,0,1
192,active,False,466,466,1,1,1604662731,8,5,1,22,0,0,,,1604664000,1604664000,0,3
193,active,False,467,467,1,1,1604662705,0,29,1,4,0,1,,,1604664000,1604664000,0,2
194,active,False,468,468,1,1,1604663982,0,35,1,30,24,0,,,1604664000,1604664000,0,3
195,active,False,469,469,1,1,1604663940,0,19,1,38,0,0,,,1604664000,1604664000,7,0
196,active,False,470,470,1,1,1604663731,0,42,1,28,1,2,,,1604664000,1604664000,0,8
197,active,False,471,471,1,1,1604663466,0,13,1,18,0,0,,,1604664000,1604664000,4,0
198,active,False,472,472,1,1,1604663954,0,29,1,26,0,0,,,1604664000,1604664000,1,0
199,active,False,473,473,1,1,1604649339,0,44,1,6,0,0,,,1604664000,1604664000,4,0
200,active,False,474,474,1,1,1604663175,0,10,1,46,0,0,,,1604664000,1604664000,2,0
201,active,False,476,476,1,1,1604663802,0,34,1,27,0,4,,,1604664000,1604664000,0,2
202,active,False,477,477,1,1,1604663014,0,0,1,71,0,0,,,1604664000,1604664000,4,0
203,active,False,478,478,1,1,1604663872,0,33,1,3,0,1,,,1604664000,1604664000,0,9
204,active,False,479,479,1,1,1604663858,0,21,1,10,1,0,,,1604664000,1604664000,0,8
205,active,False,480,480,1,1,1604663962,0,15,1,12,0,2,,,1604664000,1604664000,0,4
206,active,False,481,481,1,1,1604657369,0,12,1,13,0,0,,,1604664000,1604664000,1,0
207,active,False,482,482,1,1,1604663712,0,49,1,28,0,1,,,1604664000,1604664000,0,0
208,active,False,483,483,1,1,1604662832,0,28,1,5,1,1,,,1604664000,1604664000,0,4
209,active,False,484,484,1,1,1604663003,0,8,1,38,4,0,,,1604664000,1604664000,9,0
210,active,False,485,485,1,1,1604663796,0,7,1,33,0,0,,,1604664000,1604664000,2,0
211,active,False,486,486,1,1,1604663778,0,20,1,21,2,0,,,1604664000,1604664000,2,0
212,active,False,487,487,1,1,1604663247,0,26,1,6,0,3,,,1604664000,1604664000,0,4
213,active,False,489,489,1,1,1604663880,0,19,1,28,0,2,,,1604664000,1604664000,4,0
214,active,False,490,490,1,1,1604663797,0,15,1,51,1,0,,,1604664000,1604664000,0,9
215,active,False,492,492,1,1,1604663806,0,2,1,66,2,0,,,1604664000,1604664000,0,1
216,active,False,493,493,1,1,1604663820,0,6,1,28,2,0,,,1604664000,1604664000,4,0
217,active,False,494,494,1,1,1604663614,0,62,1,3,1,1,,,1604664000,1604664000,0,7
218,active,False,495,495,1,1,1604663407,0,33,1,6,2,0,,,1604664000,1604664000,0,3
219,active,False,496,496,1,1,1604663566,1,34,1,27,2,3,,,1604664000,1604664000,0,1
220,active,False,497,497,1,1,1604663435,0,19,1,44,0,3,,,1604664000,1604664000,8,0
221,active,True,499,499,1,1,1604663967,0,4,1,27,2,5,,,1604664000,1604664000,4,0
222,active,False,500,500,1,1,1604663874,0,18,1,32,1,2,,,1604664000,1604664000,5,0
223,active,False,501,501,1,1,1604663668,0,56,1,26,2,1,,,1604664000,1604664000,0,12
224,active,False,502,502,1,1,1604663609,0,30,1,3,3,3,,,1604664000,1604664000,0,4
225,active,False,503,503,1,1,1604663259,0,11,1,17,0,3,,,1604664000,1604664000,2,0
226,active,False,504,504,1,1,1604663950,0,13,1,41,0,0,,,1604664000,1604664000,2,0
227,active,False,505,505,1,1,1604663898,0,15,1,35,0,2,,,1604664000,1604664000,0,6
228,active,False,507,507,1,1,1604663824,0,20,1,25,1,0,,,1604664000,1604664000,0,8
229,active,False,508,508,1,1,1604663854,0,20,1,3,1,2,,,1604664000,1604664000,0,0
230,active,False,509,509,1,1,1604663395,0,45,1,15,0,1,,,1604664000,1604664000,0,13
231,active,False,510,510,1,1,1604663778,0,5,1,50,2,0,,,1604664000,1604664000,3,0
232,active,False,513,513,1,1,1604660748,0,29,1,0,5,0,,,1604664000,1604664000,0,2
233,active,True,514,514,1,1,1604663876,0,50,1,2,2,0,,,1604664000,1604664000,0,10
234,active,False,515,515,1,1,1604663713,0,66,1,9,0,4,,,1604664000,1604664000,0,8
235,active,False,516,516,1,1,1604663881,0,26,1,4,0,1,,,1604664000,1604664000,4,0
236,active,False,517,517,1,1,1604662819,0,26,1,42,0,1,,,1604664000,1604664000,0,2
237,active,False,519,519,1,1,1604663786,0,22,1,45,0,2,,,1604664000,1604664000,0,5
238,active,False,522,522,1,1,1604662766,0,25,1,26,0,0,,,1604664000,1604664000,1,0
239,active,False,525,525,1,1,1604663865,0,35,1,19,2,2,,,1604664000,1604664000,6,0
240,active,False,526,526,1,1,1604663574,0,25,1,15,0,0,,,1604664000,1604664000,0,0
241,active,False,528,528,1,1,1604663835,0,13,1,23,0,3,,,1604664000,1604664000,2,0
242,active,False,529,529,1,1,1604663610,0,10,1,31,0,0,,,1604664000,1604664000,0,7
243,active,False,530,530,1,1,1604663636,0,19,1,4,1,1,,,1604664000,1604664000,0,4
244,active,False,531,531,1,1,1604663408,0,52,1,7,0,1,,,1604664000,1604664000,1,0
245,active,False,532,532,1,1,1604662856,0,25,1,15,0,3,,,1604664000,1604664000,0,3
246,active,False,533,533,1,1,1604663729,0,12,1,34,1,0,,,1604664000,1604664000,4,0
247,active,False,534,534,1,1,1604651129,0,18,1,13,1,0,,,1604664000,1604664000,4,0
248,active,False,536,536,1,1,1604663776,0,25,1,1,5,2,,,1604664000,1604664000,1,0
249,active,False,539,539,1,1,1604663765,0,12,1,19,3,0,,,1604664000,1604664000,1,0
250,active,False,540,540,1,1,1604663442,0,23,1,30,1,0,,,1604664000,1604664000,0,6
251,active,False,545,545,1,1,1604663874,0,14,1,12,0,1,,,1604664000,1604664000,9,0
252,active,False,546,546,1,1,1604663860,0,8,1,37,0,0,,,1604664000,1604664000,0,0
253,active,False,2000,2000,1,1,1604663811,0,23,1,31,1,3,,,1604664000,1604664000,2,0
254,active,False,2002,2002,1,1,1604663768,0,25,1,1,3,1,,,1604664000,1604664000,0,1
255,active,False,2003,2003,1,1,1604663558,0,30,1,23,1,1,,,1604664000,1604664000,1,0
256,active,False,2005,2005,1,1,1604650154,0,5,1,6,0,1,,,1604664000,1604664000,0,0
257,active,True,2006,2006,1,1,1604662919,0,4,1,44,3,1,,,1604664000,1604664000,1,0
258,active,True,2008,2008,1,1,1604663828,0,21,1,2,1,1,,,1604664000,1604664000,0,5
259,active,False,2009,2009,1,1,1604663664,0,28,1,7,3,0,,,1604664000,1604664000,0,5
260,active,False,2010,2010,1,1,1604660637,0,25,1,39,1,1,,,1604664000,1604664000,1,0
261,active,False,2012,2012,1,1,1604663972,0,20,1,15,1,0,,,1604664000,1604664000,0,2
262,active,False,2017,2017,1,1,1604663914,0,10,1,29,0,0,,,1604664000,1604664000,0,1
263,active,False,2021,2021,1,1,1604663975,0,38,1,26,0,1,,,1604664000,1604664000,0,6
264,active,False,2022,2022,1,1,1604662599,0,0,1,33,0,0,,,1604664000,1604664000,23,0
265,active,False,3016,3016,1,1,1604663667,0,29,1,25,1,0,,,1604664000,1604664000,0,3
266,active,False,3041,3041,1,1,1604662087,0,5,1,19,0,0,,,1604664000,1604664000,1,0
267,active,False,3042,3042,1,1,1604662607,0,10,1,8,3,1,,,1604664000,1604664000,2,0
268,active,False,3043,3043,1,1,1604652557,0,2,1,17,0,0,,,1604664000,1604664000,0,1
269,active,False,3044,3044,1,1,1604659935,0,2,1,25,0,0,,,1604664000,1604664000,0,2
270,active,False,3046,3046,1,1,1604652557,0,3,1,16,0,0,,,1604664000,1604664000,0,1
271,active,False,3047,3047,1,1,1604652557,0,4,1,17,2,0,,,1604664000,1604664000,0,1
272,active,False,3048,3048,1,1,1604660352,0,4,1,13,2,2,,,1604664000,1604664000,1,0
273,active,False,3049,3049,1,1,1604658211,1,9,1,8,1,0,,,1604664000,1604664000,0,4
274,active,False,3050,3050,1,1,1604663893,0,7,1,12,1,1,,,1604664000,1604664000,0,1
275,active,False,3052,3052,1,1,1604663502,0,10,1,10,4,3,,,1604664000,1604664000,0,6
276,active,False,3053,3053,1,1,1604661163,0,1,1,22,0,0,,,1604664000,1604664000,0,1
277,active,False,3054,3054,1,1,1604657655,0,5,1,14,3,0,,,1604664000,1604664000,0,1
278,active,False,3055,3055,1,1,1604652557,0,7,1,16,0,0,,,1604664000,1604664000,0,2
279,active,False,3056,3056,1,1,1604663667,0,11,1,11,0,1,,,1604664000,1604664000,2,0
280,active,False,3057,3057,1,1,1604660980,0,8,1,8,5,2,,,1604664000,1604664000,0,3
281,active,False,3058,3058,1,1,1604663224,0,9,1,14,3,1,,,1604664000,1604664000,0,4
282,active,False,3059,3059,1,1,1604661590,0,5,1,14,5,0,,,1604664000,1604664000,0,3
283,active,False,3060,3060,1,1,1604651355,0,11,1,8,3,0,,,1604664000,1604664000,0,0
284,active,False,3061,3061,1,1,1604663513,0,8,1,13,2,0,,,1604664000,1604664000,0,2
285,active,False,3062,3062,1,1,1604662638,0,4,1,18,0,1,,,1604664000,1604664000,1,0
286,active,False,3063,3063,1,1,1604658423,0,9,1,7,0,4,,,1604664000,1604664000,0,0
287,active,False,3064,3064,1,1,1604658644,1,5,1,17,4,0,,,1604664000,1604664000,0,2
288,active,False,3065,3065,1,1,1604651356,0,6,1,25,0,0,,,1604664000,1604664000,0,1
289,active,False,3066,3066,1,1,1604654220,0,13,1,6,0,0,,,1604664000,1604664000,1,0
290,active,False,3067,3067,1,1,1604651357,0,13,1,13,3,1,,,1604664000,1604664000,6,0
