,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,starttime,timestamp,demand,supply
62,active,1,18,True,285,285,1,0,1,1,1,34,1604308369,1604311200,1604311200,18,18
63,active,0,9,False,289,289,1,0,1,0,1,10,1604298178,1604311200,1604311200,9,9
64,active,0,16,False,291,291,1,0,1,0,1,4,1604309082,1604311200,1604311200,16,16
65,active,3,31,False,293,293,1,1,1,3,1,20,1604310952,1604311200,1604311200,31,31
66,active,0,21,False,295,295,1,0,1,1,1,3,1604308489,1604311200,1604311200,21,21
67,active,0,29,False,297,297,1,0,1,0,1,48,1604300963,1604311200,1604311200,29,29
68,active,1,27,False,298,298,1,0,1,1,1,7,1604298309,1604311200,1604311200,27,27
69,active,1,36,False,301,301,1,0,1,2,1,21,1604306090,1604311200,1604311200,36,36
70,active,1,15,False,302,302,1,0,1,3,1,7,1604306684,1604311200,1604311200,15,15
71,active,0,34,False,303,303,1,0,1,0,1,33,1604300664,1604311200,1604311200,34,34
72,active,0,2,False,304,304,1,0,1,0,1,31,1604298394,1604311200,1604311200,2,2
73,active,0,11,False,305,305,1,0,1,2,1,22,1604301539,1604311200,1604311200,11,11
74,active,0,24,False,307,307,1,0,1,2,1,6,1604310960,1604311200,1604311200,24,24
75,active,1,15,False,308,308,1,0,1,1,1,32,1604300677,1604311200,1604311200,15,15
76,active,0,13,False,309,309,1,0,1,0,1,28,1604307013,1604311200,1604311200,13,13
77,active,0,59,False,310,310,1,0,1,2,1,7,1604298386,1604311200,1604311200,59,59
78,active,0,18,False,311,311,1,0,1,0,1,13,1604300597,1604311200,1604311200,18,18
79,active,0,26,False,312,312,1,0,1,1,1,7,1604300607,1604311200,1604311200,26,26
80,active,0,24,False,313,313,1,0,1,1,1,31,1604308545,1604311200,1604311200,24,24
81,active,2,15,False,315,315,1,0,1,0,1,12,1604298288,1604311200,1604311200,15,15
82,active,0,8,False,316,316,1,0,1,1,1,35,1604299409,1604311200,1604311200,8,8
83,active,0,46,False,317,317,1,0,1,3,1,8,1604304575,1604311200,1604311200,46,46
84,active,0,21,False,319,319,1,0,1,1,1,12,1604304355,1604311200,1604311200,21,21
85,active,1,5,False,320,320,1,0,1,0,1,33,1604300758,1604311200,1604311200,5,5
86,active,1,24,False,321,321,1,0,1,2,1,14,1604304339,1604311200,1604311200,24,24
87,active,0,21,False,323,323,1,0,1,0,1,18,1604298310,1604311200,1604311200,21,21
88,active,1,56,False,324,324,1,0,1,4,1,17,1604310837,1604311200,1604311200,56,56
89,active,0,19,False,325,325,1,0,1,0,1,16,1604306684,1604311200,1604311200,19,19
90,out_of_service,0,0,False,326,326,0,0,0,0,0,0,86400,1604311200,1604311200,0,0
91,active,0,14,True,327,327,1,0,1,0,1,25,1604298161,1604311200,1604311200,14,14
92,active,0,15,False,328,328,1,0,1,1,1,8,1604299475,1604311200,1604311200,15,15
93,active,0,8,False,330,330,1,0,1,0,1,31,1604300810,1604311200,1604311200,8,8
94,active,4,22,False,331,331,1,0,1,1,1,1,1604299450,1604311200,1604311200,22,22
95,active,0,10,False,332,332,1,0,1,0,1,26,1604299551,1604311200,1604311200,10,10
96,active,1,17,False,334,334,1,0,1,1,1,13,1604300584,1604311200,1604311200,17,17
97,active,0,4,False,335,335,1,0,1,0,1,23,1604311156,1604311200,1604311200,4,4
98,active,1,21,False,336,336,1,0,1,0,1,14,1604299429,1604311200,1604311200,21,21
99,active,1,12,False,340,340,1,0,1,0,1,14,1604309930,1604311200,1604311200,12,12
100,active,0,7,False,341,341,1,0,1,1,1,12,1604309939,1604311200,1604311200,7,7
101,active,0,17,False,342,342,1,0,1,3,1,12,1604299397,1604311200,1604311200,17,17
102,active,0,7,False,343,343,1,0,1,0,1,16,1604298358,1604311200,1604311200,7,7
103,active,0,13,False,344,344,1,0,1,2,1,10,1604298371,1604311200,1604311200,13,13
104,active,0,18,False,346,346,1,0,1,2,1,9,1604299466,1604311200,1604311200,18,18
105,active,0,24,False,347,347,1,0,1,2,1,30,1604310458,1604311200,1604311200,24,24
106,active,1,40,False,349,349,1,0,1,3,1,20,1604299391,1604311200,1604311200,40,40
107,active,0,19,False,350,350,1,0,1,4,1,28,1604300769,1604311200,1604311200,19,19
108,active,0,8,False,351,351,1,0,1,1,1,31,1604298172,1604311200,1604311200,8,8
109,active,3,19,False,353,353,1,0,1,0,1,5,1604298253,1604311200,1604311200,19,19
110,active,0,13,False,354,354,1,0,1,4,1,34,1604309905,1604311200,1604311200,13,13
111,active,0,26,False,355,355,1,0,1,0,1,17,1604300816,1604311200,1604311200,26,26
112,active,0,23,False,356,356,1,0,1,0,1,0,1604300730,1604311200,1604311200,23,23
113,active,0,46,False,358,358,1,0,1,3,1,4,1604307349,1604311200,1604311200,46,46
114,active,3,7,False,359,359,1,0,1,1,1,68,1604309526,1604311200,1604311200,7,7
115,active,0,21,False,360,360,1,0,1,4,1,18,1604303234,1604311200,1604311200,21,21
116,active,0,38,False,361,361,1,0,1,2,1,5,1604308541,1604311200,1604311200,38,38
117,active,0,10,False,362,362,1,0,1,0,1,47,1604303178,1604311200,1604311200,10,10
118,out_of_service,0,0,False,363,363,0,0,0,0,0,0,86400,1604311200,1604311200,0,0
119,active,0,11,False,364,364,1,0,1,5,1,16,1604298341,1604311200,1604311200,11,11
120,active,0,11,False,366,366,1,0,1,0,1,22,1604298200,1604311200,1604311200,11,11
121,active,1,14,False,367,367,1,0,1,0,1,28,1604304353,1604311200,1604311200,14,14
122,active,0,15,False,368,368,1,0,1,2,1,32,1604307970,1604311200,1604311200,15,15
123,active,0,58,False,369,369,1,0,1,0,1,18,1604305041,1604311200,1604311200,58,58
124,active,0,4,False,372,372,1,0,1,2,1,23,1604301395,1604311200,1604311200,4,4
125,active,0,11,False,373,373,1,0,1,0,1,8,1604310195,1604311200,1604311200,11,11
126,active,0,18,False,376,376,1,0,1,0,1,25,1604306638,1604311200,1604311200,18,18
127,active,0,16,False,377,377,1,0,1,0,1,32,1604310594,1604311200,1604311200,16,16
128,active,1,34,False,379,379,1,0,1,0,1,21,1604310885,1604311200,1604311200,34,34
129,active,0,32,False,380,380,1,0,1,1,1,10,1604304165,1604311200,1604311200,32,32
130,active,0,29,False,383,383,1,0,1,5,1,10,1604299535,1604311200,1604311200,29,29
131,active,0,12,False,385,385,1,0,1,1,1,17,1604300652,1604311200,1604311200,12,12
132,active,2,47,False,386,386,1,0,1,3,1,33,1604307972,1604311200,1604311200,47,47
133,active,2,6,False,387,387,1,0,1,0,1,31,1604299434,1604311200,1604311200,6,6
134,active,0,10,False,388,388,1,0,1,1,1,25,1604299547,1604311200,1604311200,10,10
135,active,1,22,False,389,389,1,0,1,9,1,4,1604298343,1604311200,1604311200,22,22
136,active,0,16,False,390,390,1,0,1,1,1,15,1604298179,1604311200,1604311200,16,16
137,active,0,0,False,391,391,1,0,1,0,1,0,86400,1604311200,1604311200,0,0
138,active,0,19,False,392,392,1,0,1,0,1,16,1604298337,1604311200,1604311200,19,19
139,active,0,33,False,393,393,1,0,1,7,1,4,1604305191,1604311200,1604311200,33,33
140,out_of_service,0,0,False,394,394,0,0,0,0,0,0,86400,1604311200,1604311200,0,0
141,active,1,7,False,396,396,1,0,1,5,1,17,1604298323,1604311200,1604311200,7,7
142,active,1,8,False,397,397,1,0,1,2,1,66,1604298318,1604311200,1604311200,8,8
143,active,0,27,False,398,398,1,0,1,3,1,4,1604310968,1604311200,1604311200,27,27
144,active,1,11,False,399,399,1,0,1,5,1,27,1604306017,1604311200,1604311200,11,11
145,active,0,13,False,400,400,1,0,1,0,1,2,1604307528,1604311200,1604311200,13,13
146,active,2,23,False,401,401,1,0,1,3,1,17,1604299594,1604311200,1604311200,23,23
147,active,0,26,False,402,402,1,0,1,0,1,13,1604310794,1604311200,1604311200,26,26
148,active,1,21,False,403,403,1,0,1,3,1,9,1604302749,1604311200,1604311200,21,21
149,active,0,31,False,405,405,1,0,1,1,1,20,1604299376,1604311200,1604311200,31,31
150,active,0,5,False,406,406,1,0,1,3,1,15,1604303000,1604311200,1604311200,5,5
151,active,1,19,False,408,408,1,0,1,2,1,3,1604299518,1604311200,1604311200,19,19
152,active,1,41,False,410,410,1,0,1,2,1,3,1604299409,1604311200,1604311200,41,41
153,active,0,28,False,411,411,1,0,1,3,1,3,1604303617,1604311200,1604311200,28,28
154,active,0,9,False,412,412,1,0,1,1,1,20,1604301825,1604311200,1604311200,9,9
155,active,0,21,False,415,415,1,0,1,3,1,25,1604303413,1604311200,1604311200,21,21
156,active,1,13,False,416,416,1,0,1,3,1,17,1604301044,1604311200,1604311200,13,13
157,active,0,16,False,417,417,1,0,1,1,1,9,1604299416,1604311200,1604311200,16,16
158,active,0,21,False,418,418,1,0,1,0,1,16,1604298252,1604311200,1604311200,21,21
159,active,0,16,False,419,419,1,0,1,4,1,7,1604309762,1604311200,1604311200,16,16
160,active,1,12,False,420,420,1,0,1,1,1,38,1604301366,1604311200,1604311200,12,12
161,active,0,15,False,421,421,1,0,1,2,1,4,1604298274,1604311200,1604311200,15,15
162,active,1,44,False,422,422,1,0,1,6,1,33,1604305204,1604311200,1604311200,44,44
163,active,1,14,False,423,423,1,0,1,1,1,12,1604301539,1604311200,1604311200,14,14
164,active,3,23,True,426,426,1,0,1,0,1,4,1604299468,1604311200,1604311200,23,23
165,active,1,34,False,427,427,1,0,1,0,1,12,1604298196,1604311200,1604311200,34,34
166,active,1,23,False,432,432,1,0,1,0,1,7,1604300793,1604311200,1604311200,23,23
167,active,2,40,False,434,434,1,0,1,1,1,18,1604300633,1604311200,1604311200,40,40
168,active,0,30,False,435,435,1,0,1,1,1,20,1604311037,1604311200,1604311200,30,30
169,active,0,12,False,436,436,1,0,1,6,1,15,1604304695,1604311200,1604311200,12,12
170,active,0,7,False,437,437,1,0,1,1,1,17,1604298169,1604311200,1604311200,7,7
171,active,0,40,False,438,438,1,0,1,2,1,7,1604308761,1604311200,1604311200,40,40
172,active,1,42,False,439,439,1,0,1,4,1,0,1604310715,1604311200,1604311200,42,42
173,active,0,1,False,440,440,1,0,1,0,1,31,1604308428,1604311200,1604311200,1,1
174,active,0,26,False,442,442,1,0,1,2,1,25,1604310599,1604311200,1604311200,26,26
175,active,0,20,False,443,443,1,0,1,2,1,3,1604298195,1604311200,1604311200,20,20
176,active,5,60,False,445,445,1,0,1,2,1,15,1604300715,1604311200,1604311200,60,60
177,active,1,23,False,446,446,1,0,1,1,1,55,1604300670,1604311200,1604311200,23,23
178,active,0,25,False,447,447,1,0,1,3,1,6,1604299578,1604311200,1604311200,25,25
179,active,0,16,False,448,448,1,0,1,6,1,11,1604311057,1604311200,1604311200,16,16
180,active,1,45,False,450,450,1,0,1,5,1,21,1604306271,1604311200,1604311200,45,45
181,active,1,63,False,453,453,1,0,1,6,1,2,1604311058,1604311200,1604311200,63,63
182,active,0,29,False,454,454,1,0,1,1,1,6,1604303786,1604311200,1604311200,29,29
183,active,1,14,False,455,455,1,0,1,0,1,44,1604300591,1604311200,1604311200,14,14
184,active,1,3,False,456,456,1,0,1,1,1,30,1604306789,1604311200,1604311200,3,3
185,active,0,16,False,458,458,1,0,1,0,1,15,1604299457,1604311200,1604311200,16,16
186,active,1,19,False,460,460,1,0,1,1,1,5,1604298244,1604311200,1604311200,19,19
187,active,0,31,False,461,461,1,0,1,0,1,25,1604310037,1604311200,1604311200,31,31
188,active,0,69,False,462,462,1,0,1,1,1,8,1604311136,1604311200,1604311200,69,69
189,active,0,4,False,464,464,1,0,1,0,1,49,1604299582,1604311200,1604311200,4,4
190,active,0,7,False,465,465,1,0,1,0,1,32,1604304160,1604311200,1604311200,7,7
191,active,1,6,False,466,466,1,8,1,1,1,20,1604299547,1604311200,1604311200,6,6
192,active,0,21,False,467,467,1,0,1,1,1,13,1604304282,1604311200,1604311200,21,21
193,active,1,45,False,468,468,1,0,1,29,1,19,1604310974,1604311200,1604311200,45,45
194,active,0,35,False,469,469,1,0,1,0,1,22,1604302989,1604311200,1604311200,35,35
195,active,0,26,False,470,470,1,0,1,0,1,46,1604299540,1604311200,1604311200,26,26
196,active,0,16,False,471,471,1,0,1,0,1,15,1604298189,1604311200,1604311200,16,16
197,active,1,34,False,472,472,1,0,1,0,1,20,1604310908,1604311200,1604311200,34,34
198,active,0,24,False,473,473,1,0,1,2,1,26,1604299379,1604311200,1604311200,24,24
199,active,2,33,False,474,474,1,0,1,0,1,21,1604302769,1604311200,1604311200,33,33
200,active,6,39,False,476,476,1,0,1,0,1,20,1604300623,1604311200,1604311200,39,39
201,active,2,62,False,477,477,1,0,1,1,1,7,1604309185,1604311200,1604311200,62,62
202,active,3,33,False,478,478,1,0,1,3,1,1,1604311034,1604311200,1604311200,33,33
203,active,1,8,False,479,479,1,0,1,2,1,22,1604301922,1604311200,1604311200,8,8
204,active,1,19,False,480,480,1,0,1,8,1,9,1604310964,1604311200,1604311200,19,19
205,active,0,22,False,481,481,1,0,1,6,1,3,1604300071,1604311200,1604311200,22,22
206,active,1,76,False,482,482,0,0,1,9,0,2,1604285546,1604311200,1604311200,76,76
207,active,0,19,False,483,483,1,0,1,0,1,15,1604299569,1604311200,1604311200,19,19
208,active,0,8,False,484,484,1,0,1,0,1,38,1604299429,1604311200,1604311200,8,8
209,active,1,8,False,485,485,1,0,1,2,1,31,1604307945,1604311200,1604311200,8,8
210,active,0,18,False,486,486,1,0,1,0,1,23,1604300739,1604311200,1604311200,18,18
211,active,2,19,False,487,487,1,0,1,0,1,14,1604310192,1604311200,1604311200,19,19
212,active,1,14,False,489,489,1,0,1,0,1,34,1604299567,1604311200,1604311200,14,14
213,active,0,42,False,490,490,1,0,1,1,1,24,1604310697,1604311200,1604311200,42,42
214,active,2,46,False,492,492,1,0,1,0,1,20,1604310789,1604311200,1604311200,46,46
215,active,1,1,False,493,493,1,0,1,1,1,32,1604300786,1604311200,1604311200,1,1
216,active,0,41,False,494,494,1,0,1,1,1,25,1604310484,1604311200,1604311200,41,41
217,active,0,30,False,495,495,1,0,1,0,1,9,1604303185,1604311200,1604311200,30,30
218,active,1,50,False,496,496,1,1,1,0,1,13,1604300705,1604311200,1604311200,50,50
219,active,1,39,False,497,497,1,0,1,0,1,26,1604306803,1604311200,1604311200,39,39
220,active,1,7,True,499,499,1,0,1,1,1,28,1604299374,1604311200,1604311200,7,7
221,active,2,18,False,500,500,1,0,1,6,1,32,1604309686,1604311200,1604311200,18,18
222,active,1,48,False,501,501,1,0,1,6,1,30,1604300758,1604311200,1604311200,48,48
223,active,1,23,False,502,502,1,0,1,6,1,12,1604310303,1604311200,1604311200,23,23
224,active,1,22,False,503,503,1,0,1,1,1,8,1604305330,1604311200,1604311200,22,22
225,active,0,35,False,504,504,1,0,1,2,1,19,1604310740,1604311200,1604311200,35,35
226,active,2,42,False,505,505,1,0,1,0,1,8,1604309695,1604311200,1604311200,42,42
227,active,0,21,False,507,507,1,0,1,2,1,24,1604301179,1604311200,1604311200,21,21
228,active,0,10,False,508,508,1,0,1,5,1,15,1604306900,1604311200,1604311200,10,10
229,active,1,44,False,509,509,1,0,1,2,1,16,1604304063,1604311200,1604311200,44,44
230,active,0,2,False,510,510,1,0,1,0,1,53,1604310274,1604311200,1604311200,2,2
231,active,2,17,False,513,513,1,0,1,1,1,10,1604306693,1604311200,1604311200,17,17
232,active,1,44,True,514,514,1,0,1,6,1,7,1604302044,1604311200,1604311200,44,44
233,active,1,78,False,515,515,0,0,1,6,0,0,1604304673,1604311200,1604311200,78,78
234,active,1,18,False,516,516,1,0,1,2,1,12,1604308977,1604311200,1604311200,18,18
235,active,0,41,False,517,517,1,0,1,0,1,28,1604290182,1604311200,1604311200,41,41
236,active,0,30,False,519,519,1,0,1,0,1,39,1604294842,1604311200,1604311200,30,30
237,active,1,16,False,522,522,1,0,1,0,1,34,1604311184,1604311200,1604311200,16,16
238,active,0,24,False,525,525,1,0,1,0,1,32,1604299373,1604311200,1604311200,24,24
239,active,0,8,False,526,526,1,0,1,2,1,32,1604303027,1604311200,1604311200,8,8
240,active,3,25,False,528,528,1,0,1,2,1,11,1604301855,1604311200,1604311200,25,25
241,active,1,37,False,529,529,1,0,1,0,1,3,1604310657,1604311200,1604311200,37,37
242,active,3,21,False,530,530,1,0,1,4,1,0,1604301563,1604311200,1604311200,21,21
243,active,0,27,False,531,531,1,0,1,0,1,12,1604308544,1604311200,1604311200,27,27
244,active,0,42,False,532,532,1,0,1,4,1,1,1604298567,1604311200,1604311200,42,42
245,active,0,3,False,533,533,1,0,1,0,1,43,1604300714,1604311200,1604311200,3,3
246,active,2,29,False,534,534,1,0,1,4,1,0,1604298366,1604311200,1604311200,29,29
247,active,0,3,False,536,536,1,0,1,1,1,25,1604303415,1604311200,1604311200,3,3
248,active,0,24,False,539,539,1,0,1,0,1,7,1604298270,1604311200,1604311200,24,24
249,active,1,12,False,540,540,1,1,1,0,1,40,1604311096,1604311200,1604311200,12,12
250,active,0,22,False,545,545,1,0,1,1,1,5,1604308956,1604311200,1604311200,22,22
251,active,0,14,False,546,546,1,0,1,1,1,31,1604305432,1604311200,1604311200,14,14
252,active,2,28,False,2000,2000,1,0,1,0,1,27,1604298279,1604311200,1604311200,28,28
253,active,1,24,False,2002,2002,1,0,1,0,1,2,1604298386,1604311200,1604311200,24,24
254,active,1,23,False,2003,2003,1,0,1,2,1,30,1604307674,1604311200,1604311200,23,23
255,active,0,8,False,2005,2005,1,0,1,0,1,4,1604300775,1604311200,1604311200,8,8
256,active,0,16,True,2006,2006,1,0,1,2,1,33,1604299429,1604311200,1604311200,16,16
257,active,1,18,True,2008,2008,1,0,1,0,1,5,1604298198,1604311200,1604311200,18,18
258,active,2,28,False,2009,2009,1,0,1,1,1,5,1604310059,1604311200,1604311200,28,28
259,active,2,8,False,2010,2010,1,0,1,0,1,55,1604299372,1604311200,1604311200,8,8
260,active,0,9,False,2012,2012,1,0,1,2,1,26,1604300649,1604311200,1604311200,9,9
261,active,1,5,False,2017,2017,1,0,1,0,1,33,1604300787,1604311200,1604311200,5,5
262,active,1,14,False,2021,2021,1,0,1,4,1,50,1604299560,1604311200,1604311200,14,14
263,active,0,6,False,2022,2022,1,0,1,4,1,27,1604300651,1604311200,1604311200,6,6
264,active,1,20,False,3016,3016,1,0,1,1,1,33,1604308394,1604311200,1604311200,20,20
265,active,1,5,False,3041,3041,1,0,1,0,1,18,1604301879,1604311200,1604311200,5,5
266,active,1,13,False,3042,3042,1,0,1,7,1,5,1604301982,1604311200,1604311200,13,13
267,active,0,16,False,3043,3043,1,0,1,1,1,3,1604301902,1604311200,1604311200,16,16
268,active,0,18,False,3044,3044,1,0,1,5,1,9,1604302006,1604311200,1604311200,18,18
269,active,0,6,False,3046,3046,1,0,1,1,1,13,1604302001,1604311200,1604311200,6,6
270,active,0,15,False,3047,3047,1,0,1,1,1,6,1604301873,1604311200,1604311200,15,15
271,active,1,12,False,3048,3048,1,0,1,4,1,6,1604301916,1604311200,1604311200,12,12
272,active,1,14,False,3049,3049,1,0,1,5,1,3,1604302166,1604311200,1604311200,14,14
273,active,1,7,False,3050,3050,1,0,1,5,1,13,1604311102,1604311200,1604311200,7,7
274,active,1,12,False,3052,3052,1,0,1,8,1,10,1604301883,1604311200,1604311200,12,12
275,active,0,10,False,3053,3053,1,0,1,7,1,13,1604302492,1604311200,1604311200,10,10
276,active,0,8,False,3054,3054,1,0,1,3,1,11,1604309857,1604311200,1604311200,8,8
277,active,0,6,False,3055,3055,1,0,1,0,1,17,1604301845,1604311200,1604311200,6,6
278,active,1,12,False,3056,3056,1,0,1,1,1,10,1604301854,1604311200,1604311200,12,12
279,active,0,10,False,3057,3057,1,0,1,4,1,8,1604301898,1604311200,1604311200,10,10
280,active,0,13,False,3058,3058,1,0,1,2,1,11,1604308836,1604311200,1604311200,13,13
281,active,0,5,False,3059,3059,1,0,1,4,1,14,1604301955,1604311200,1604311200,5,5
282,active,0,6,False,3060,3060,1,0,1,3,1,13,1604301889,1604311200,1604311200,6,6
283,active,0,5,False,3061,3061,1,0,1,1,1,16,1604301798,1604311200,1604311200,5,5
284,active,0,4,False,3062,3062,1,0,1,2,1,19,1604302009,1604311200,1604311200,4,4
285,active,1,12,False,3063,3063,1,0,1,2,1,7,1604301910,1604311200,1604311200,12,12
286,active,0,4,False,3064,3064,1,0,1,1,1,19,1604301824,1604311200,1604311200,4,4
287,active,0,2,False,3065,3065,1,0,1,2,1,29,1604301908,1604311200,1604311200,2,2
288,active,0,8,False,3066,3066,1,0,1,0,1,11,1604301919,1604311200,1604311200,8,8
289,active,0,14,False,3067,3067,1,0,1,3,1,13,1604301867,1604311200,1604311200,14,14
290,active,1,24,False,3068,3068,1,0,1,4,1,17,1604306123,1604311200,1604311200,24,24
291,active,0,0,False,3069,3069,1,0,1,0,1,29,1604301945,1604311200,1604311200,0,0
292,active,0,10,False,3070,3070,1,0,1,2,1,13,1604301830,1604311200,1604311200,10,10
293,active,0,1,False,3071,3071,1,0,1,1,1,18,1604301914,1604311200,1604311200,1,1
294,active,2,6,False,3072,3072,1,0,1,3,1,16,1604301900,1604311200,1604311200,6,6
295,active,1,24,False,3074,3074,1,0,1,2,1,17,1604301938,1604311200,1604311200,24,24
296,active,0,8,False,3075,3075,1,0,1,0,1,25,1604301913,1604311200,1604311200,8,8
297,active,0,11,False,3076,3076,1,0,1,1,1,25,1604301946,1604311200,1604311200,11,11
298,active,0,11,False,3077,3077,1,0,1,5,1,22,1604301869,1604311200,1604311200,11,11
299,active,0,4,False,3078,3078,1,0,1,0,1,23,1604303202,1604311200,1604311200,4,4
300,active,0,14,False,3080,3080,1,0,1,0,1,7,1604303186,1604311200,1604311200,14,14
301,active,0,6,False,3081,3081,1,0,1,4,1,23,1604309167,1604311200,1604311200,6,6
302,active,0,8,False,3082,3082,1,0,1,0,1,17,1604303168,1604311200,1604311200,8,8
