,legacy_id,num_ebikes_available,num_docks_disabled,is_renting,station_status,eightd_has_available_keys,is_returning,is_installed,station_id,last_reported,num_docks_available,num_bikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
581,3463,1,0,1,active,False,1,1,3463,1604703235,19,17,1,,,1604703605,1604703605,0,1
582,3467,1,0,1,active,False,1,1,3467,1604703169,4,40,0,,,1604703605,1604703605,4,0
583,3469,0,0,1,active,False,1,1,3469,1604703599,12,11,0,,,1604703605,1604703605,5,0
584,3472,2,0,1,active,False,1,1,3472,1604703171,2,36,1,,,1604703605,1604703605,0,0
585,3477,0,0,1,active,False,1,1,3477,1604702222,4,27,2,,,1604703605,1604703605,1,0
586,3478,2,0,1,active,False,1,1,3478,1604703549,1,40,2,,,1604703605,1604703605,0,1
587,3481,0,0,1,active,False,1,1,3481,1604702203,0,22,0,,,1604703605,1604703605,0,0
588,3483,0,0,1,active,False,1,1,3483,1604703173,2,12,0,,,1604703605,1604703605,0,1
589,3486,0,0,1,active,False,1,1,3486,1604703560,16,14,0,,,1604703605,1604703605,0,3
590,3490,2,0,1,active,False,1,1,3490,1604703265,15,16,0,,,1604703605,1604703605,3,0
591,3491,3,0,1,active,False,1,1,3491,1604702324,1,22,1,,,1604703605,1604703605,0,2
592,3492,0,0,1,active,False,1,1,3492,1604702703,1,26,0,,,1604703605,1604703605,0,1
593,3493,1,0,1,active,False,1,1,3493,1604703206,14,17,0,,,1604703605,1604703605,0,3
594,3494,0,0,1,active,False,1,1,3494,1604703343,9,16,0,,,1604703605,1604703605,1,0
595,3495,1,0,1,active,False,1,1,3495,1604703116,1,24,1,,,1604703605,1604703605,0,1
596,3496,3,0,1,active,False,1,1,3496,1604703173,5,19,1,,,1604703605,1604703605,1,0
597,3497,1,0,1,active,False,1,1,3497,1604703487,3,18,2,,,1604703605,1604703605,0,3
598,3498,1,0,1,active,False,1,1,3498,1604703494,8,12,1,,,1604703605,1604703605,0,0
599,3499,0,0,1,active,False,1,1,3499,1604702926,3,21,1,,,1604703605,1604703605,0,0
600,3500,0,0,1,active,False,1,1,3500,1604701845,11,19,1,,,1604703605,1604703605,0,5
601,3501,0,0,1,active,False,1,1,3501,1604703562,1,27,1,,,1604703605,1604703605,0,3
602,3502,1,0,1,active,False,1,1,3502,1604703383,14,14,1,,,1604703605,1604703605,3,0
603,3503,0,0,1,active,False,1,1,3503,1604702591,5,25,0,,,1604703605,1604703605,1,0
604,3504,3,0,1,active,True,1,1,3504,1604703389,3,23,1,,,1604703605,1604703605,0,1
605,3505,0,0,1,active,False,1,1,3505,1604702102,18,8,7,,,1604703605,1604703605,0,0
606,3506,0,0,1,active,False,1,1,3506,1604703388,11,18,0,,,1604703605,1604703605,4,0
607,3507,1,0,1,active,False,1,1,3507,1604703353,2,30,4,,,1604703605,1604703605,0,3
608,3508,0,0,1,active,False,1,1,3508,1604703517,12,16,3,,,1604703605,1604703605,2,0
609,3509,0,0,1,active,False,1,1,3509,1604703150,12,18,1,,,1604703605,1604703605,0,4
610,3510,0,0,1,active,False,1,1,3510,1604702163,1,30,0,,,1604703605,1604703605,0,1
611,3511,1,0,1,active,False,1,1,3511,1604703180,12,8,2,,,1604703605,1604703605,3,0
612,3513,2,0,1,active,False,1,1,3513,1604703426,17,4,0,,,1604703605,1604703605,0,1
613,3514,0,0,1,active,False,1,1,3514,1604703166,23,0,0,,,1604703605,1604703605,6,0
614,3515,0,0,0,out_of_service,False,0,0,3515,1601651096,7,0,0,,,1604703605,1604703605,0,0
615,3516,0,0,1,active,False,1,1,3516,1604703174,25,6,0,,,1604703605,1604703605,0,1
616,3517,0,0,1,active,False,1,1,3517,1604703565,5,29,1,,,1604703605,1604703605,0,1
617,3518,0,0,1,active,True,1,1,3518,1604703409,2,32,0,,,1604703605,1604703605,0,0
618,3520,0,0,1,active,False,1,1,3520,1604702218,3,22,2,,,1604703605,1604703605,0,1
619,3521,0,0,1,active,False,1,1,3521,1604703350,14,21,1,,,1604703605,1604703605,1,0
620,3522,0,0,1,active,False,1,1,3522,1604703427,17,1,1,,,1604703605,1604703605,5,0
621,3523,0,0,1,active,False,1,1,3523,1604700898,12,11,2,,,1604703605,1604703605,1,0
622,3524,0,0,1,active,False,1,1,3524,1604703538,12,6,5,,,1604703605,1604703605,2,0
623,3525,0,0,1,active,False,1,1,3525,1604695029,21,0,0,,,1604703605,1604703605,0,0
624,3526,0,0,1,active,False,1,1,3526,1604703395,13,5,3,,,1604703605,1604703605,6,0
625,3527,0,0,1,active,False,1,1,3527,1604702814,15,12,0,,,1604703605,1604703605,0,1
626,3528,0,0,1,active,False,1,1,3528,1604701419,16,4,1,,,1604703605,1604703605,4,0
627,3529,1,0,1,active,False,1,1,3529,1604703482,9,15,1,,,1604703605,1604703605,4,0
628,3530,0,0,1,active,False,1,1,3530,1604702406,19,0,0,,,1604703605,1604703605,1,0
629,3531,1,0,1,active,False,1,1,3531,1604702317,12,15,0,,,1604703605,1604703605,0,0
630,3532,0,0,1,active,False,1,1,3532,86400,0,0,0,,,1604703605,1604703605,0,0
631,3533,2,0,1,active,False,1,1,3533,1604703479,12,20,2,,,1604703605,1604703605,0,2
632,3534,0,0,1,active,False,1,1,3534,1604703404,16,20,3,,,1604703605,1604703605,0,0
633,3535,0,0,1,active,False,1,1,3535,1604703367,5,22,0,,,1604703605,1604703605,3,0
634,3536,0,0,1,active,False,1,1,3536,1604703167,38,2,3,,,1604703605,1604703605,0,1
635,3537,2,0,1,active,False,1,1,3537,1604703289,21,8,0,,,1604703605,1604703605,0,4
636,3538,0,0,1,active,False,1,1,3538,1604703532,41,3,1,,,1604703605,1604703605,0,0
637,3539,0,0,1,active,False,1,1,3539,1604703537,39,4,0,,,1604703605,1604703605,0,4
638,3540,0,0,1,active,False,1,1,3540,1604702548,10,25,0,,,1604703605,1604703605,0,0
639,3541,0,0,1,active,False,1,1,3541,1604703291,11,26,2,,,1604703605,1604703605,0,2
640,3542,0,0,1,active,False,1,1,3542,1604703520,28,1,0,,,1604703605,1604703605,2,0
641,3543,0,0,1,active,False,1,1,3543,1604703538,27,7,1,,,1604703605,1604703605,0,0
642,3544,0,0,1,active,False,1,1,3544,1604703095,26,0,1,,,1604703605,1604703605,3,0
643,3545,0,0,1,active,False,1,1,3545,1604703314,7,26,0,,,1604703605,1604703605,2,0
644,3546,3,0,1,active,False,1,1,3546,1604702821,17,4,0,,,1604703605,1604703605,0,4
645,3547,0,0,1,active,False,1,1,3547,1604703448,2,39,0,,,1604703605,1604703605,1,0
646,3549,0,0,1,active,False,1,1,3549,1604702625,24,0,1,,,1604703605,1604703605,3,0
647,3551,3,0,1,active,False,1,1,3551,1604703390,13,9,1,,,1604703605,1604703605,0,4
648,3552,2,0,1,active,False,1,1,3552,1604703364,34,4,1,,,1604703605,1604703605,0,3
649,3553,5,0,1,active,False,1,1,3553,1604703351,17,20,0,,,1604703605,1604703605,4,0
650,3554,0,0,1,active,False,1,1,3554,1604703181,11,13,3,,,1604703605,1604703605,3,0
651,3555,0,0,1,active,False,1,1,3555,1604703308,26,1,0,,,1604703605,1604703605,0,0
652,3557,0,0,1,active,False,1,1,3557,1604702575,3,16,0,,,1604703605,1604703605,0,1
653,3558,0,0,1,active,False,1,1,3558,1604703426,26,1,0,,,1604703605,1604703605,2,0
654,3559,0,0,1,active,False,1,1,3559,1604693751,15,4,0,,,1604703605,1604703605,0,0
655,3561,0,0,1,active,False,1,1,3561,1604702815,12,12,2,,,1604703605,1604703605,1,0
656,3562,0,0,1,active,False,1,1,3562,1604703465,16,10,1,,,1604703605,1604703605,0,0
657,3563,0,0,1,active,False,1,1,3563,1604701920,28,1,0,,,1604703605,1604703605,0,0
658,3564,1,0,1,active,False,1,1,3564,1604698553,7,12,0,,,1604703605,1604703605,0,1
659,3565,0,0,1,active,False,1,1,3565,1604703456,17,2,0,,,1604703605,1604703605,2,0
660,3566,0,0,1,active,False,1,1,3566,1604701896,22,1,2,,,1604703605,1604703605,0,1
661,3567,0,0,1,active,False,1,1,3567,1604696594,18,1,0,,,1604703605,1604703605,0,0
662,3568,0,0,1,active,False,1,1,3568,1604703324,21,0,0,,,1604703605,1604703605,3,0
663,3569,0,0,1,active,False,1,1,3569,1604703480,25,3,1,,,1604703605,1604703605,0,0
664,3570,0,0,1,active,False,1,1,3570,1604702135,17,12,2,,,1604703605,1604703605,0,3
665,3571,0,0,1,active,False,1,1,3571,1604703355,23,0,1,,,1604703605,1604703605,4,0
666,3572,1,0,1,active,False,1,1,3572,1604702905,22,9,2,,,1604703605,1604703605,0,0
667,3573,0,0,1,active,False,1,1,3573,1604702610,24,1,0,,,1604703605,1604703605,2,0
668,3574,0,0,1,active,False,1,1,3574,1604702106,22,0,1,,,1604703605,1604703605,2,0
669,3575,0,0,1,active,False,1,1,3575,1604702511,14,5,0,,,1604703605,1604703605,0,3
670,3576,0,0,1,active,False,1,1,3576,1604702724,25,0,2,,,1604703605,1604703605,5,0
671,3577,0,0,1,active,False,1,1,3577,1604701691,11,12,0,,,1604703605,1604703605,0,0
672,3578,0,0,1,active,False,1,1,3578,1604702948,19,2,0,,,1604703605,1604703605,0,2
673,3579,1,0,1,active,False,1,1,3579,1604702850,23,2,0,,,1604703605,1604703605,1,0
674,3580,0,0,1,active,False,1,1,3580,1604703403,29,0,1,,,1604703605,1604703605,2,0
675,3581,0,0,1,active,False,1,1,3581,1604703517,26,1,0,,,1604703605,1604703605,0,0
676,3582,1,0,1,active,False,1,1,3582,1604703587,23,3,2,,,1604703605,1604703605,0,3
677,3583,1,0,1,active,False,1,1,3583,1604702967,29,1,1,,,1604703605,1604703605,3,0
678,3584,1,0,1,active,False,1,1,3584,1604703553,40,1,1,,,1604703605,1604703605,2,0
679,3585,1,0,1,active,False,1,1,3585,1604703466,23,1,0,,,1604703605,1604703605,0,0
680,3586,1,0,1,active,False,1,1,3586,1604703024,6,13,0,,,1604703605,1604703605,0,0
681,3587,0,0,1,active,False,1,1,3587,1604702456,26,1,0,,,1604703605,1604703605,0,1
682,3588,0,0,1,active,False,1,1,3588,1604702848,3,18,0,,,1604703605,1604703605,0,2
683,3589,0,0,1,active,False,1,1,3589,1604700319,0,19,0,,,1604703605,1604703605,0,0
684,3590,0,0,1,active,False,1,1,3590,1604702001,16,3,0,,,1604703605,1604703605,0,0
685,3591,0,0,1,active,False,1,1,3591,1604703404,14,7,0,,,1604703605,1604703605,0,0
686,3592,0,0,1,active,False,1,1,3592,1604703533,10,9,0,,,1604703605,1604703605,0,5
687,3593,0,0,1,active,False,1,1,3593,1604703304,31,4,0,,,1604703605,1604703605,0,2
688,3595,0,0,1,active,False,1,1,3595,1604702754,17,1,0,,,1604703605,1604703605,1,0
689,3596,0,0,1,active,False,1,1,3596,1604702488,3,15,1,,,1604703605,1604703605,2,0
690,3597,1,0,1,active,False,1,1,3597,1604703378,15,10,0,,,1604703605,1604703605,6,0
691,3598,1,0,1,active,False,1,1,3598,1604703194,14,4,1,,,1604703605,1604703605,1,0
692,3600,2,0,1,active,False,1,1,3600,1604703411,22,4,1,,,1604703605,1604703605,0,1
693,3601,0,0,1,active,False,1,1,3601,1604703446,0,19,0,,,1604703605,1604703605,0,2
694,3602,0,0,1,active,False,1,1,3602,1604702817,18,5,0,,,1604703605,1604703605,1,0
695,3603,0,0,1,active,False,1,1,3603,1604703389,20,1,0,,,1604703605,1604703605,1,0
696,3604,0,0,1,active,False,1,1,3604,1604703041,4,11,2,,,1604703605,1604703605,3,0
697,3605,0,0,1,active,False,1,1,3605,1604702798,19,2,0,,,1604703605,1604703605,3,0
698,3606,0,0,1,active,False,1,1,3606,1604703469,17,4,0,,,1604703605,1604703605,1,0
699,3607,0,0,1,active,False,1,1,3607,1604703092,2,17,0,,,1604703605,1604703605,2,0
700,3608,0,0,1,active,False,1,1,3608,1604703459,19,2,0,,,1604703605,1604703605,0,0
701,3609,1,0,1,active,False,1,1,3609,1604703033,5,18,0,,,1604703605,1604703605,0,3
702,3610,0,1,1,active,False,1,1,3610,1604703360,5,20,1,,,1604703605,1604703605,0,0
703,3611,0,0,1,active,False,1,1,3611,1604703597,22,9,0,,,1604703605,1604703605,2,0
704,3612,1,0,1,active,False,1,1,3612,1604702586,9,6,0,,,1604703605,1604703605,0,1
705,3613,0,0,1,active,False,1,1,3613,1604703170,22,3,2,,,1604703605,1604703605,2,0
706,3614,0,0,1,active,False,1,1,3614,1604700981,11,0,1,,,1604703605,1604703605,2,0
707,3615,0,0,1,active,False,1,1,3615,1604703522,11,10,0,,,1604703605,1604703605,0,1
708,3616,1,0,1,active,False,1,1,3616,1604703394,20,3,2,,,1604703605,1604703605,2,0
709,3617,0,0,1,active,False,1,1,3617,1604703106,7,4,0,,,1604703605,1604703605,0,0
710,3618,0,0,1,active,False,1,1,3618,1604703466,29,3,1,,,1604703605,1604703605,1,0
711,3619,0,0,1,active,False,1,1,3619,1604703462,18,1,0,,,1604703605,1604703605,0,0
712,3620,0,0,1,active,False,1,1,3620,1604698026,20,3,0,,,1604703605,1604703605,2,0
713,3621,0,0,1,active,False,1,1,3621,1604700720,7,11,1,,,1604703605,1604703605,1,0
714,3622,0,0,1,active,False,1,1,3622,1604702556,19,3,1,,,1604703605,1604703605,2,0
715,3623,2,0,1,active,False,1,1,3623,1604703232,31,4,4,,,1604703605,1604703605,0,4
716,3628,2,0,1,active,False,1,1,3628,1604703510,23,4,4,,,1604703605,1604703605,0,3
717,3629,0,0,1,active,False,1,1,3629,1604703454,7,23,3,,,1604703605,1604703605,5,0
718,3630,0,0,1,active,False,1,1,3630,1604703124,12,19,2,,,1604703605,1604703605,6,0
719,3635,0,0,1,active,False,1,1,3635,1604703544,39,3,1,,,1604703605,1604703605,0,3
720,3637,0,0,1,active,False,1,1,3637,1604703320,30,0,1,,,1604703605,1604703605,4,0
721,3638,0,0,1,active,False,1,1,3638,1604703019,1,16,1,,,1604703605,1604703605,0,3
722,3639,0,0,1,active,False,1,1,3639,1604703372,14,14,2,,,1604703605,1604703605,0,0
723,3640,0,0,1,active,False,1,1,3640,1604696605,18,0,0,,,1604703605,1604703605,0,0
724,3641,1,0,1,active,False,1,1,3641,1604703543,29,24,1,,,1604703605,1604703605,0,11
725,3646,2,10,1,active,False,1,1,3646,1604702769,11,5,0,,,1604703605,1604703605,1,0
726,3647,1,0,1,active,False,1,1,3647,1604702844,3,20,0,,,1604703605,1604703605,0,1
727,3648,0,0,1,active,False,1,1,3648,1604703505,11,13,1,,,1604703605,1604703605,0,5
728,3649,0,0,1,active,False,1,1,3649,1604702295,29,1,0,,,1604703605,1604703605,0,0
729,3654,0,0,1,active,False,1,1,3654,1604703534,32,3,0,,,1604703605,1604703605,3,0
730,3656,1,0,1,active,False,1,1,3656,1604703590,21,25,0,,,1604703605,1604703605,7,0
731,3658,0,0,1,active,False,1,1,3658,1604703057,11,16,0,,,1604703605,1604703605,3,0
732,3661,0,0,1,active,False,1,1,3661,1604701534,6,13,0,,,1604703605,1604703605,0,1
733,3664,0,0,1,active,False,1,1,3664,1604703573,7,20,3,,,1604703605,1604703605,0,1
734,3668,0,0,1,active,False,1,1,3668,1604702516,5,21,0,,,1604703605,1604703605,0,2
735,3671,0,0,1,active,False,1,1,3671,1604703172,28,9,0,,,1604703605,1604703605,2,0
736,3673,3,0,1,active,False,1,1,3673,1604703587,15,4,2,,,1604703605,1604703605,0,2
737,3674,0,0,1,active,False,1,1,3674,1604703547,2,21,4,,,1604703605,1604703605,0,7
738,3676,0,0,1,active,False,1,1,3676,1604702968,1,23,0,,,1604703605,1604703605,1,0
739,3677,0,0,1,active,False,1,1,3677,1604701433,17,1,0,,,1604703605,1604703605,0,0
740,3678,0,0,1,active,False,1,1,3678,1604699420,17,1,0,,,1604703605,1604703605,0,1
741,3679,0,0,1,active,False,1,1,3679,1604703480,13,1,0,,,1604703605,1604703605,0,1
742,3680,1,0,1,active,False,1,1,3680,1604703558,29,26,0,,,1604703605,1604703605,0,12
743,3681,0,0,1,active,False,1,1,3681,1604703518,8,10,0,,,1604703605,1604703605,1,0
744,3686,1,0,1,active,False,1,1,3686,1604703579,0,37,2,,,1604703605,1604703605,0,1
745,3687,0,0,1,active,False,1,1,3687,1604703539,48,33,2,,,1604703605,1604703605,0,2
746,3689,0,0,1,active,False,1,1,3689,1604703525,44,3,0,,,1604703605,1604703605,3,0
747,3690,0,0,1,active,False,1,1,3690,1604703296,33,3,0,,,1604703605,1604703605,0,3
748,3691,0,0,1,active,False,1,1,3691,1604703498,14,4,1,,,1604703605,1604703605,3,0
749,3693,0,0,1,active,False,1,1,3693,1604702422,2,25,0,,,1604703605,1604703605,1,0
750,3694,0,0,1,active,False,1,1,3694,1604696497,15,3,0,,,1604703605,1604703605,0,0
751,3697,0,0,1,active,False,1,1,3697,1604703577,27,13,3,,,1604703605,1604703605,0,1
752,3699,3,0,1,active,False,1,1,3699,1604703575,21,6,3,,,1604703605,1604703605,0,0
753,3704,0,0,1,active,False,1,1,3704,1604701767,11,8,0,,,1604703605,1604703605,0,0
754,3707,1,0,1,active,False,1,1,3707,1604703507,28,26,1,,,1604703605,1604703605,5,0
755,3708,0,0,1,active,False,1,1,3708,1604703538,7,19,3,,,1604703605,1604703605,0,1
756,3709,0,0,1,active,False,1,1,3709,1604703568,49,2,0,,,1604703605,1604703605,10,0
757,3711,2,0,1,active,False,1,1,3711,1604703561,4,39,4,,,1604703605,1604703605,0,3
758,3712,1,0,1,active,False,1,1,3712,1604703513,35,4,0,,,1604703605,1604703605,0,4
759,3714,0,0,1,active,False,1,1,3714,1604702233,55,5,1,,,1604703605,1604703605,0,2
760,3715,2,0,1,active,False,1,1,3715,1604703596,4,26,1,,,1604703605,1604703605,0,7
761,3716,0,0,1,active,False,1,1,3716,1604703329,21,2,0,,,1604703605,1604703605,0,2
762,3718,0,1,1,active,False,1,1,3718,1604703019,36,9,0,,,1604703605,1604703605,4,0
763,3721,1,0,1,active,False,1,1,3721,1604703580,31,3,1,,,1604703605,1604703605,5,0
764,3723,0,0,1,active,True,1,1,3723,1604702259,28,2,0,,,1604703605,1604703605,0,0
765,3724,0,0,1,active,False,1,1,3724,1604702673,36,0,3,,,1604703605,1604703605,1,0
766,3725,0,0,1,active,False,1,1,3725,1604703547,31,6,4,,,1604703605,1604703605,5,0
767,3726,0,0,1,active,False,1,1,3726,1604703357,17,6,0,,,1604703605,1604703605,1,0
768,3727,1,0,1,active,False,1,1,3727,1604703193,26,12,0,,,1604703605,1604703605,0,0
769,3728,1,0,1,active,False,1,1,3728,1604703128,20,2,2,,,1604703605,1604703605,0,1
770,3731,1,0,1,active,False,1,1,3731,1604703414,25,21,0,,,1604703605,1604703605,0,3
771,3733,1,0,1,active,False,1,1,3733,1604703476,38,7,1,,,1604703605,1604703605,3,0
772,3734,0,0,1,active,False,1,1,3734,1604703454,12,35,3,,,1604703605,1604703605,1,0
773,3735,0,0,1,active,False,1,1,3735,1604703556,7,28,3,,,1604703605,1604703605,4,0
774,3736,0,0,0,out_of_service,False,0,0,3736,1601471240,3,0,0,,,1604703605,1604703605,0,0
775,3737,0,0,1,active,False,1,1,3737,1604703558,15,20,0,,,1604703605,1604703605,7,0
776,3738,1,0,1,active,False,1,1,3738,1604703589,8,21,2,,,1604703605,1604703605,0,4
777,3739,0,0,1,active,False,1,1,3739,1604703588,10,27,0,,,1604703605,1604703605,8,0
778,3740,3,0,1,active,False,1,1,3740,1604703278,2,31,1,,,1604703605,1604703605,0,2
779,3744,1,0,1,active,False,1,1,3744,1604703562,22,29,0,,,1604703605,1604703605,13,0
780,3745,0,0,1,active,False,1,1,3745,1604703392,24,2,1,,,1604703605,1604703605,0,1
781,3746,1,0,1,active,False,1,1,3746,1604703494,1,44,3,,,1604703605,1604703605,1,0
782,3749,0,0,1,active,False,1,1,3749,1604703455,23,0,0,,,1604703605,1604703605,3,0
783,3755,0,0,1,active,False,1,1,3755,1604702962,17,1,1,,,1604703605,1604703605,0,0
784,3756,1,0,1,active,False,1,1,3756,1604702275,10,11,0,,,1604703605,1604703605,2,0
785,3757,0,0,1,active,False,1,1,3757,1604703592,4,19,0,,,1604703605,1604703605,1,0
786,3758,1,0,1,active,False,1,1,3758,1604703542,3,15,1,,,1604703605,1604703605,0,0
787,3759,0,0,1,active,False,1,1,3759,1604703013,6,12,1,,,1604703605,1604703605,6,0
788,3760,0,0,1,active,False,1,1,3760,1604703489,10,13,0,,,1604703605,1604703605,0,0
789,3761,0,0,1,active,False,1,1,3761,1604703271,24,3,0,,,1604703605,1604703605,0,3
790,3762,0,0,1,active,False,1,1,3762,1604702260,0,27,0,,,1604703605,1604703605,0,0
791,3763,0,0,1,active,False,1,1,3763,1604703498,21,6,0,,,1604703605,1604703605,4,0
792,3764,0,0,1,active,False,1,1,3764,1604701286,6,15,0,,,1604703605,1604703605,2,0
793,3765,0,0,1,active,False,1,1,3765,1604696646,13,8,0,,,1604703605,1604703605,2,0
794,3766,0,0,1,active,False,1,1,3766,1604703169,24,0,0,,,1604703605,1604703605,3,0
795,3767,0,0,1,active,False,1,1,3767,1604697216,18,0,1,,,1604703605,1604703605,2,0
796,3768,1,0,1,active,False,1,1,3768,1604702662,2,21,0,,,1604703605,1604703605,0,3
797,3769,0,0,1,active,False,1,1,3769,1604700575,1,21,1,,,1604703605,1604703605,0,0
798,3770,0,0,1,active,False,1,1,3770,1604700874,11,9,1,,,1604703605,1604703605,0,1
799,3771,0,0,1,active,False,1,1,3771,1604702377,10,19,1,,,1604703605,1604703605,4,0
800,3772,1,0,1,active,False,1,1,3772,1604703370,10,9,0,,,1604703605,1604703605,0,0
801,3773,1,0,1,active,False,1,1,3773,1604703333,2,18,0,,,1604703605,1604703605,0,5
802,3774,0,0,1,active,False,1,1,3774,1604701581,0,23,0,,,1604703605,1604703605,0,0
803,3775,0,0,1,active,False,1,1,3775,1604702435,17,8,2,,,1604703605,1604703605,4,0
804,3776,0,0,1,active,False,1,1,3776,1604703093,22,1,0,,,1604703605,1604703605,1,0
805,3777,0,0,1,active,False,1,1,3777,1604703029,23,0,0,,,1604703605,1604703605,0,0
806,3778,0,0,1,active,False,1,1,3778,1604701973,22,4,1,,,1604703605,1604703605,0,0
807,3779,0,0,1,active,False,1,1,3779,1604702687,21,2,1,,,1604703605,1604703605,0,0
808,3780,0,0,1,active,False,1,1,3780,1604700138,22,0,0,,,1604703605,1604703605,2,0
809,3781,0,0,1,active,False,1,1,3781,1604698616,26,4,0,,,1604703605,1604703605,0,1
810,3782,0,0,1,active,False,1,1,3782,1604703197,7,23,1,,,1604703605,1604703605,0,1
811,3783,0,0,1,active,False,1,1,3783,1604703597,24,41,0,,,1604703605,1604703605,0,1
812,3785,4,0,0,active,False,0,1,3785,1604697319,2,35,0,,,1604703605,1604703605,0,0
813,3786,0,0,1,active,False,1,1,3786,1604703227,0,45,4,,,1604703605,1604703605,0,5
814,3787,0,0,1,active,False,1,1,3787,1604702830,9,13,0,,,1604703605,1604703605,0,9
815,3789,1,0,1,active,False,1,1,3789,1604703534,27,2,2,,,1604703605,1604703605,3,0
816,3790,0,0,1,active,False,1,1,3790,1604701468,32,5,0,,,1604703605,1604703605,0,1
817,3791,0,0,1,active,False,1,1,3791,1604703120,7,24,1,,,1604703605,1604703605,3,0
818,3792,0,0,1,active,False,1,1,3792,1604702954,8,21,1,,,1604703605,1604703605,0,3
819,3795,0,0,1,active,False,1,1,3795,1604703028,1,18,0,,,1604703605,1604703605,0,1
820,3798,0,0,1,active,False,1,1,3798,1604703422,36,17,2,,,1604703605,1604703605,0,6
821,3799,1,0,1,active,False,1,1,3799,1604703482,14,49,4,,,1604703605,1604703605,2,0
822,3803,1,0,1,active,False,1,1,3803,1604702849,12,14,1,,,1604703605,1604703605,5,0
823,3804,0,0,1,active,False,1,1,3804,1604703306,3,21,0,,,1604703605,1604703605,0,10
824,3808,0,0,1,active,False,1,1,3808,1604703285,19,0,0,,,1604703605,1604703605,2,0
825,3809,0,0,1,active,False,1,1,3809,1604703563,22,30,1,,,1604703605,1604703605,0,10
826,3811,0,0,1,active,False,1,1,3811,1604697803,2,17,0,,,1604703605,1604703605,0,0
827,3812,1,0,1,active,False,1,1,3812,1604703530,35,11,3,,,1604703605,1604703605,0,3
828,3813,0,0,1,active,True,1,1,3813,1604703563,27,22,0,,,1604703605,1604703605,0,3
829,3814,0,23,0,active,False,0,1,3814,1604636743,0,0,0,,,1604703605,1604703605,0,0
830,3815,2,0,1,active,False,1,1,3815,1604703461,16,23,2,,,1604703605,1604703605,14,0
831,3816,1,0,1,active,False,1,1,3816,1604702556,14,10,0,,,1604703605,1604703605,0,1
832,3817,0,0,1,active,False,1,1,3817,1604701733,17,1,0,,,1604703605,1604703605,0,1
833,3818,0,0,1,active,False,1,1,3818,1604702812,25,0,1,,,1604703605,1604703605,4,0
834,3819,0,0,1,active,False,1,1,3819,1604702877,1,19,0,,,1604703605,1604703605,0,1
835,3820,5,0,1,active,False,1,1,3820,1604703455,9,10,0,,,1604703605,1604703605,0,2
836,3821,1,0,1,active,False,1,1,3821,1604702143,22,2,1,,,1604703605,1604703605,1,0
837,3822,1,0,1,active,False,1,1,3822,1604701983,13,6,1,,,1604703605,1604703605,1,0
838,3823,2,0,1,active,False,1,1,3823,1604702688,5,25,0,,,1604703605,1604703605,0,1
839,3824,0,0,1,active,False,1,1,3824,1604703009,17,5,1,,,1604703605,1604703605,0,0
840,3825,0,0,1,active,False,1,1,3825,1604699625,24,5,0,,,1604703605,1604703605,1,0
841,3826,0,0,1,active,False,1,1,3826,1604702737,18,0,0,,,1604703605,1604703605,0,0
842,3827,0,0,1,active,False,1,1,3827,1604703032,16,3,1,,,1604703605,1604703605,2,0
843,3828,0,0,1,active,False,1,1,3828,1604698853,18,3,1,,,1604703605,1604703605,0,0
844,3829,0,0,1,active,False,1,1,3829,1604703159,22,2,0,,,1604703605,1604703605,1,0
845,3830,0,0,1,active,False,1,1,3830,1604700993,20,1,1,,,1604703605,1604703605,0,1
846,3831,0,0,1,active,False,1,1,3831,1604702899,34,0,1,,,1604703605,1604703605,1,0
847,3832,0,0,1,active,False,1,1,3832,1604703008,18,2,1,,,1604703605,1604703605,0,2
848,3833,0,0,1,active,False,1,1,3833,1604703097,16,2,0,,,1604703605,1604703605,0,1
849,3834,0,0,1,active,False,1,1,3834,1604701720,16,1,2,,,1604703605,1604703605,1,0
850,3835,0,0,1,active,False,1,1,3835,1604698081,22,0,0,,,1604703605,1604703605,0,0
851,3836,1,0,1,active,False,1,1,3836,1604703318,27,1,1,,,1604703605,1604703605,0,0
852,3837,0,0,1,active,False,1,1,3837,1604702774,29,0,0,,,1604703605,1604703605,1,0
853,3838,0,0,1,active,False,1,1,3838,1604695509,24,0,1,,,1604703605,1604703605,1,0
854,3839,0,0,1,active,False,1,1,3839,1604703293,28,1,0,,,1604703605,1604703605,2,0
855,3840,0,0,1,active,False,1,1,3840,1604702296,20,1,3,,,1604703605,1604703605,0,0
856,3841,0,0,1,active,False,1,1,3841,1604696982,20,4,1,,,1604703605,1604703605,1,0
857,3842,0,0,1,active,False,1,1,3842,1604701055,29,0,0,,,1604703605,1604703605,2,0
858,3843,0,0,1,active,False,1,1,3843,1604701680,22,0,1,,,1604703605,1604703605,1,0
859,3844,0,0,1,active,False,1,1,3844,1604703235,25,0,0,,,1604703605,1604703605,1,0
860,3845,1,0,1,active,False,1,1,3845,1604703571,16,4,1,,,1604703605,1604703605,2,0
861,3846,0,0,1,active,False,1,1,3846,1604702884,25,0,0,,,1604703605,1604703605,1,0
862,3847,0,0,1,active,False,1,1,3847,1604702339,25,0,0,,,1604703605,1604703605,0,0
863,3848,0,0,1,active,False,1,1,3848,1604703597,30,2,0,,,1604703605,1604703605,0,1
