,station_status,num_ebikes_available,eightd_has_available_keys,num_bikes_available,last_reported,num_docks_available,station_id,num_bikes_disabled,num_docks_disabled,is_installed,is_renting,is_returning,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
296,active,3,False,21,1605041542,21,3074,0,0,1,1,1,3074,,,1605041995,1605041995,2,0
297,active,0,False,2,1605041515,30,3075,1,0,1,1,1,3075,,,1605041995,1605041995,1,0
298,active,0,False,2,1605041841,34,3076,0,0,1,1,1,3076,,,1605041995,1605041995,3,0
299,active,2,False,7,1605041224,26,3077,0,0,1,1,1,3077,,,1605041995,1605041995,0,2
300,active,0,False,0,1605041907,25,3078,2,0,1,1,1,3078,,,1605041995,1605041995,1,0
301,active,1,False,1,1605041956,19,3080,1,0,1,1,1,3080,,,1605041995,1605041995,4,0
302,active,1,False,8,1605041924,20,3081,1,0,1,1,1,3081,,,1605041995,1605041995,0,2
303,active,1,False,4,1605041549,18,3082,3,0,1,1,1,3082,,,1605041995,1605041995,0,1
304,active,0,False,4,1605040808,27,3083,1,0,1,1,1,3083,,,1605041995,1605041995,1,0
305,active,0,False,13,1605041566,12,3085,0,0,1,1,1,3085,,,1605041995,1605041995,0,2
306,active,0,False,11,1605041779,18,3086,1,0,1,1,1,3086,,,1605041995,1605041995,0,5
307,active,0,False,4,1605040615,26,3087,0,0,1,1,1,3087,,,1605041995,1605041995,3,0
308,active,0,False,2,1605041674,16,3088,1,0,1,1,1,3088,,,1605041995,1605041995,0,0
309,active,2,False,17,1605041959,9,3092,1,0,1,1,1,3092,,,1605041995,1605041995,2,0
310,active,0,False,27,1605041646,0,3093,1,0,1,1,1,3093,,,1605041995,1605041995,0,3
311,active,1,False,8,1605041926,8,3094,1,0,1,1,1,3094,,,1605041995,1605041995,0,0
312,active,2,False,6,1605041852,20,3095,0,0,1,1,1,3095,,,1605041995,1605041995,0,2
313,active,1,False,21,1605041935,14,3096,4,0,1,1,1,3096,,,1605041995,1605041995,1,0
314,active,0,False,32,1605041643,17,3100,2,0,1,1,1,3100,,,1605041995,1605041995,0,0
315,active,0,False,0,86400,0,3101,0,0,1,1,1,3101,,,1605041995,1605041995,25,0
316,active,0,False,19,1605041676,7,3102,1,0,1,1,1,3102,,,1605041995,1605041995,5,0
317,active,0,False,16,1605041140,6,3105,2,0,1,1,1,3105,,,1605041995,1605041995,0,0
318,active,0,False,1,1605041176,21,3106,0,0,1,1,1,3106,,,1605041995,1605041995,1,0
319,active,0,False,37,1605041745,1,3107,1,0,1,1,1,3107,,,1605041995,1605041995,0,3
320,active,0,False,10,1605041669,40,3108,1,0,1,1,1,3108,,,1605041995,1605041995,3,0
321,active,1,False,30,1605041493,1,3109,0,0,1,1,1,3109,,,1605041995,1605041995,0,1
322,active,0,False,19,1605041402,8,3110,1,0,1,1,1,3110,,,1605041995,1605041995,0,4
323,active,1,False,31,1605041146,0,3112,2,0,1,1,1,3112,,,1605041995,1605041995,0,3
324,active,2,False,18,1605041904,8,3113,1,0,1,1,1,3113,,,1605041995,1605041995,0,0
325,active,1,False,45,1605041041,5,3115,0,0,1,1,1,3115,,,1605041995,1605041995,0,1
326,active,1,False,31,1605041591,3,3116,1,0,1,1,1,3116,,,1605041995,1605041995,0,0
327,active,0,False,11,1605041745,13,3117,3,0,1,1,1,3117,,,1605041995,1605041995,0,5
328,active,0,False,15,1605041271,25,3118,2,0,1,1,1,3118,,,1605041995,1605041995,0,1
329,active,0,False,22,1605040688,23,3119,0,0,1,1,1,3119,,,1605041995,1605041995,5,0
330,active,0,False,10,1605039782,16,3121,1,0,1,1,1,3121,,,1605041995,1605041995,0,0
331,active,0,False,16,1605041563,60,3122,3,0,1,1,1,3122,,,1605041995,1605041995,2,0
332,active,7,False,42,1605040279,3,3123,2,0,1,1,1,3123,,,1605041995,1605041995,0,1
333,active,0,False,4,1605041863,37,3124,2,0,1,1,1,3124,,,1605041995,1605041995,4,0
334,active,0,False,7,1605041858,16,3125,0,0,1,1,1,3125,,,1605041995,1605041995,0,4
335,active,0,False,17,1605041957,17,3126,0,0,1,1,1,3126,,,1605041995,1605041995,4,0
336,active,0,False,2,1605040616,33,3127,0,0,1,1,1,3127,,,1605041995,1605041995,0,0
337,active,0,False,4,1605035992,23,3128,0,0,1,1,1,3128,,,1605041995,1605041995,0,2
338,active,0,True,4,1605041926,33,3129,3,0,1,1,1,3129,,,1605041995,1605041995,3,0
339,active,1,False,9,1605041017,21,3130,0,0,1,1,1,3130,,,1605041995,1605041995,0,1
340,active,2,False,3,1605041975,26,3131,0,2,1,1,1,3131,,,1605041995,1605041995,0,0
341,active,2,False,30,1605041962,5,3132,0,0,1,1,1,3132,,,1605041995,1605041995,0,18
342,active,1,False,13,1605041920,35,3134,3,0,1,1,1,3134,,,1605041995,1605041995,0,1
343,active,0,False,5,1605041741,32,3135,2,2,1,1,1,3135,,,1605041995,1605041995,5,0
344,active,4,False,40,1605041949,7,3136,0,0,1,1,1,3136,,,1605041995,1605041995,0,8
345,active,1,True,3,1605041949,24,3137,4,0,1,1,1,3137,,,1605041995,1605041995,6,0
346,active,3,False,11,1605041959,32,3139,0,0,1,1,1,3139,,,1605041995,1605041995,0,4
347,active,0,False,6,1605041929,48,3140,1,0,1,1,1,3140,,,1605041995,1605041995,7,0
348,active,1,False,9,1605041951,10,3141,5,34,1,1,1,3141,"{'active': True, 'off_dock_capacity': 100, 'valet_revision': 1530, 'dock_blocked_count': 33, 'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_count': 89}",[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}],1605041995,1605041995,3,0
349,active,0,False,7,1605041249,28,3142,6,0,1,1,1,3142,,,1605041995,1605041995,0,6
350,active,2,False,4,1605041936,40,3143,3,0,1,1,1,3143,,,1605041995,1605041995,10,0
351,active,0,False,1,1605041801,45,3144,0,0,1,1,1,3144,,,1605041995,1605041995,1,0
352,active,0,False,9,1605041656,35,3145,1,0,1,1,1,3145,,,1605041995,1605041995,0,2
353,active,0,False,1,1605041947,45,3146,1,0,1,1,1,3146,,,1605041995,1605041995,1,0
354,active,0,False,8,1605041698,31,3147,0,0,1,1,1,3147,,,1605041995,1605041995,0,0
355,active,0,False,2,1605041961,28,3148,1,0,1,1,1,3148,,,1605041995,1605041995,6,0
356,active,0,False,0,1605041117,47,3150,0,0,1,1,1,3150,,,1605041995,1605041995,2,0
357,active,2,False,6,1605041904,36,3151,1,0,1,1,1,3151,,,1605041995,1605041995,1,0
358,active,8,False,21,1605041557,19,3152,2,0,1,0,0,3152,,,1605041995,1605041995,0,1
359,active,2,False,2,1605041163,29,3154,0,0,1,1,1,3154,,,1605041995,1605041995,1,0
360,active,0,False,9,1605041949,27,3156,1,0,1,1,1,3156,,,1605041995,1605041995,0,8
361,active,1,False,3,1605041943,24,3157,0,0,1,1,1,3157,,,1605041995,1605041995,3,0
362,active,0,False,8,1605041938,22,3158,1,0,1,1,1,3158,,,1605041995,1605041995,0,3
363,active,0,False,2,1605041983,28,3159,1,0,1,1,1,3159,,,1605041995,1605041995,0,1
364,active,0,True,12,1605041758,25,3160,2,0,1,1,1,3160,,,1605041995,1605041995,0,1
365,active,1,False,18,1605041938,41,3161,0,0,1,1,1,3161,,,1605041995,1605041995,0,9
366,active,0,True,6,1605041972,34,3163,2,1,1,1,1,3163,,,1605041995,1605041995,8,0
367,active,0,False,7,1605041843,55,3164,5,0,1,1,1,3164,,,1605041995,1605041995,0,2
368,active,0,False,9,1605041966,37,3165,5,0,1,1,1,3165,,,1605041995,1605041995,7,0
369,active,2,False,7,1605041931,30,3166,4,0,1,1,1,3166,,,1605041995,1605041995,0,6
370,active,0,False,1,1605041912,52,3167,2,0,1,1,1,3167,,,1605041995,1605041995,2,0
371,active,0,False,0,1605040805,39,3169,0,0,1,1,1,3169,,,1605041995,1605041995,5,0
372,active,0,False,0,1605041833,35,3170,0,0,1,1,1,3170,,,1605041995,1605041995,3,0
373,active,0,False,1,1605041717,38,3171,0,0,1,1,1,3171,,,1605041995,1605041995,4,0
374,active,0,False,1,1605041243,26,3172,0,0,1,1,1,3172,,,1605041995,1605041995,6,0
375,active,0,False,8,1605041943,28,3173,2,0,1,1,1,3173,,,1605041995,1605041995,0,6
376,active,2,False,6,1605041868,23,3175,2,0,1,1,1,3175,,,1605041995,1605041995,0,0
377,active,0,False,27,1605041747,32,3177,4,0,1,1,1,3177,,,1605041995,1605041995,0,2
378,active,6,False,19,1605041118,19,3178,1,0,1,0,0,3178,,,1605041995,1605041995,2,0
379,active,2,False,10,1605041933,12,3179,1,0,1,1,1,3179,,,1605041995,1605041995,0,4
380,active,0,False,11,1605041957,2,3184,0,0,1,1,1,3184,,,1605041995,1605041995,0,5
381,active,0,False,21,1605041235,1,3185,0,0,1,1,1,3185,,,1605041995,1605041995,0,0
382,active,0,False,41,1605041937,1,3186,0,0,1,1,1,3186,,,1605041995,1605041995,0,1
383,active,0,False,20,1605041706,2,3187,0,0,1,1,1,3187,,,1605041995,1605041995,1,0
384,active,0,False,8,1605036304,9,3191,1,0,1,1,1,3191,,,1605041995,1605041995,0,1
385,active,0,False,11,1605041592,11,3192,0,0,1,1,1,3192,,,1605041995,1605041995,1,0
386,active,0,False,1,1605039839,17,3193,0,0,1,1,1,3193,,,1605041995,1605041995,0,0
387,active,0,False,0,1605033848,22,3194,0,0,1,1,1,3194,,,1605041995,1605041995,0,0
388,active,0,False,0,1605040359,34,3195,0,0,1,1,1,3195,,,1605041995,1605041995,0,0
389,active,0,False,0,1605022541,18,3196,0,0,1,1,1,3196,,,1605041995,1605041995,0,0
390,active,0,False,0,1605039851,18,3198,0,0,1,1,1,3198,,,1605041995,1605041995,0,0
391,active,0,False,13,1605041812,1,3199,0,0,1,1,1,3199,,,1605041995,1605041995,0,2
392,active,0,False,4,1605037859,14,3201,0,0,1,1,1,3201,,,1605041995,1605041995,0,0
393,active,0,False,18,1605036919,0,3202,0,0,1,1,1,3202,,,1605041995,1605041995,0,2
394,active,0,False,17,1605041800,8,3203,1,0,1,1,1,3203,,,1605041995,1605041995,0,0
395,active,0,False,4,1605040661,18,3205,0,0,1,1,1,3205,,,1605041995,1605041995,0,1
396,active,0,False,0,1605037354,26,3206,0,0,1,1,1,3206,,,1605041995,1605041995,1,0
397,active,0,False,0,1605009152,26,3207,0,0,1,1,1,3207,,,1605041995,1605041995,2,0
398,active,0,False,12,1605040742,10,3209,0,0,1,1,1,3209,,,1605041995,1605041995,0,0
399,active,0,False,1,1605038957,17,3210,0,0,1,1,1,3210,,,1605041995,1605041995,0,0
400,active,0,False,16,1605041183,6,3211,0,0,1,1,1,3211,,,1605041995,1605041995,0,0
401,active,0,False,1,1605040377,21,3212,0,0,1,1,1,3212,,,1605041995,1605041995,0,0
402,active,0,False,8,1605040269,13,3213,1,0,1,1,1,3213,,,1605041995,1605041995,1,0
403,active,0,False,19,1605041095,3,3214,0,0,1,1,1,3214,,,1605041995,1605041995,0,0
404,active,0,False,0,1605031115,18,3220,0,0,1,1,1,3220,,,1605041995,1605041995,0,0
405,active,4,False,25,1605041601,0,3221,2,0,1,1,1,3221,,,1605041995,1605041995,0,1
406,active,0,False,0,1605036845,14,3225,0,0,1,1,1,3225,,,1605041995,1605041995,0,0
407,active,0,True,2,1605041537,43,3226,0,0,1,1,1,3226,,,1605041995,1605041995,0,0
408,active,1,False,3,1605041965,34,3231,2,0,1,1,1,3231,,,1605041995,1605041995,1,0
409,active,1,False,45,1605040969,0,3232,2,0,1,1,1,3232,,,1605041995,1605041995,0,0
410,active,2,False,29,1605041919,9,3233,1,0,1,1,1,3233,,,1605041995,1605041995,0,6
411,active,3,False,17,1605041709,9,3235,0,0,1,1,1,3235,,,1605041995,1605041995,0,2
412,active,0,False,5,1605041874,24,3236,1,3,1,1,1,3236,,,1605041995,1605041995,4,0
413,active,0,False,0,1605041225,16,3241,3,0,1,1,1,3241,,,1605041995,1605041995,3,0
414,active,0,False,15,1605041859,23,3242,1,0,1,1,1,3242,,,1605041995,1605041995,2,0
415,active,0,False,2,1605041754,24,3243,3,0,1,1,1,3243,,,1605041995,1605041995,0,1
416,active,1,False,7,1605041928,31,3244,4,0,1,1,1,3244,,,1605041995,1605041995,6,0
417,active,0,False,12,1605041973,26,3246,1,0,1,1,1,3246,,,1605041995,1605041995,0,0
418,active,0,False,8,1605041974,11,3249,0,0,1,1,1,3249,,,1605041995,1605041995,1,0
419,active,6,False,14,1605041940,3,3255,1,0,1,1,1,3255,"{'active': True, 'off_dock_capacity': 70, 'valet_revision': 24736, 'dock_blocked_count': 0, 'station_id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_count': 6}",[{'id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}],1605041995,1605041995,0,11
420,active,3,False,22,1605041918,0,3256,1,0,1,1,1,3256,,,1605041995,1605041995,0,9
421,active,0,False,0,1605041747,26,3259,1,0,1,1,1,3259,,,1605041995,1605041995,5,0
422,active,1,False,28,1605041900,12,3260,5,0,1,1,1,3260,,,1605041995,1605041995,6,0
423,active,0,False,42,1605041934,17,3263,0,0,1,1,1,3263,,,1605041995,1605041995,3,0
424,active,0,False,7,1605041832,7,3267,0,0,1,1,1,3267,,,1605041995,1605041995,0,1
425,active,0,False,8,1605040784,6,3268,0,0,1,1,1,3268,,,1605041995,1605041995,2,0
426,active,0,False,3,1605040676,11,3269,0,0,1,1,1,3269,,,1605041995,1605041995,0,0
427,active,0,False,10,1605040850,4,3270,0,0,1,1,1,3270,,,1605041995,1605041995,1,0
428,active,0,False,4,1605041733,10,3272,0,0,1,1,1,3272,,,1605041995,1605041995,1,0
429,active,0,False,18,1605039729,0,3273,0,0,1,1,1,3273,,,1605041995,1605041995,0,0
430,active,0,False,6,1605039172,8,3275,0,0,1,1,1,3275,,,1605041995,1605041995,0,1
431,active,0,False,3,1605041158,23,3276,0,0,1,1,1,3276,,,1605041995,1605041995,0,2
432,active,0,False,9,1605037362,5,3277,0,0,1,1,1,3277,,,1605041995,1605041995,0,1
433,active,0,False,3,1605041899,11,3278,0,0,1,1,1,3278,,,1605041995,1605041995,0,0
434,active,0,False,14,1605038446,4,3279,0,0,1,1,1,3279,,,1605041995,1605041995,0,0
435,active,0,False,1,1605038645,13,3280,0,0,1,1,1,3280,,,1605041995,1605041995,0,0
436,active,0,False,0,1605011179,14,3281,0,0,1,1,1,3281,,,1605041995,1605041995,0,0
437,active,1,True,1,1605041883,35,3282,2,0,1,1,1,3282,,,1605041995,1605041995,1,0
438,active,1,False,4,1605041944,39,3283,4,0,1,1,1,3283,,,1605041995,1605041995,0,0
439,active,0,False,1,1605041737,37,3284,0,0,1,1,1,3284,,,1605041995,1605041995,0,1
440,active,0,False,2,1605041935,40,3285,1,0,1,1,1,3285,,,1605041995,1605041995,2,0
441,active,2,False,5,1605041583,34,3286,0,0,1,1,1,3286,,,1605041995,1605041995,4,0
442,active,1,False,9,1605041973,38,3287,0,0,1,1,1,3287,,,1605041995,1605041995,0,5
443,active,3,False,3,1605041457,35,3288,1,0,1,1,1,3288,,,1605041995,1605041995,5,0
444,active,0,False,0,1605040376,32,3289,0,0,1,1,1,3289,,,1605041995,1605041995,4,0
445,active,0,False,3,1605041322,31,3290,0,1,1,1,1,3290,,,1605041995,1605041995,2,0
446,active,0,True,0,1605041913,42,3292,0,1,1,1,1,3292,,,1605041995,1605041995,0,0
447,active,1,False,1,1605041896,23,3293,0,0,1,1,1,3293,,,1605041995,1605041995,0,0
448,active,1,True,1,1605041877,37,3294,0,0,1,1,1,3294,,,1605041995,1605041995,4,0
449,active,2,False,4,1605041810,38,3296,0,0,1,1,1,3296,,,1605041995,1605041995,2,0
450,active,0,False,4,1605041139,17,3297,0,0,1,1,1,3297,,,1605041995,1605041995,0,4
451,active,0,False,22,1605041551,1,3298,0,0,1,1,1,3298,,,1605041995,1605041995,0,4
452,active,0,False,14,1605041950,9,3299,2,0,1,1,1,3299,,,1605041995,1605041995,0,2
453,active,0,False,2,1605041892,21,3300,2,0,1,1,1,3300,,,1605041995,1605041995,0,1
454,active,1,False,1,1605041911,35,3301,1,2,1,1,1,3301,,,1605041995,1605041995,5,0
455,active,0,False,0,1605030682,22,3302,0,0,1,1,1,3302,,,1605041995,1605041995,2,0
456,active,1,False,22,1605040072,3,3303,0,0,1,1,1,3303,,,1605041995,1605041995,1,0
457,active,1,False,26,1605041706,1,3304,0,0,1,1,1,3304,,,1605041995,1605041995,0,2
458,active,2,False,12,1605041967,26,3305,1,0,1,1,1,3305,,,1605041995,1605041995,3,0
459,active,1,False,5,1605041930,17,3306,1,0,1,1,1,3306,,,1605041995,1605041995,0,2
460,active,0,False,1,1605041395,29,3307,1,0,1,1,1,3307,,,1605041995,1605041995,2,0
461,active,0,False,16,1605041383,11,3308,0,0,1,1,1,3308,,,1605041995,1605041995,1,0
462,active,1,False,6,1605041532,24,3309,0,0,1,1,1,3309,,,1605041995,1605041995,0,4
463,active,0,False,0,1605037720,24,3310,0,0,1,1,1,3310,,,1605041995,1605041995,4,0
464,active,1,False,12,1605040636,9,3311,0,0,1,1,1,3311,,,1605041995,1605041995,0,3
465,active,0,False,23,1605041798,14,3312,2,0,1,1,1,3312,,,1605041995,1605041995,5,0
466,active,0,False,8,1605041820,21,3313,0,0,1,1,1,3313,,,1605041995,1605041995,0,2
467,active,0,False,2,1605041899,29,3314,1,0,1,1,1,3314,,,1605041995,1605041995,2,0
468,active,0,False,16,1605041236,5,3315,2,0,1,1,1,3315,,,1605041995,1605041995,0,5
469,active,1,False,23,1605041491,0,3317,1,0,1,1,1,3317,,,1605041995,1605041995,0,1
470,active,0,False,22,1605041966,14,3318,3,0,1,1,1,3318,,,1605041995,1605041995,0,2
471,active,0,False,19,1605041626,1,3319,1,0,1,1,1,3319,,,1605041995,1605041995,0,0
472,active,0,False,12,1605039573,12,3321,1,0,1,1,1,3321,,,1605041995,1605041995,1,0
473,active,0,False,22,1605040540,2,3322,1,0,1,1,1,3322,,,1605041995,1605041995,2,0
474,active,0,True,1,1605041912,57,3323,1,0,1,1,1,3323,,,1605041995,1605041995,3,0
475,active,0,False,22,1605041776,2,3324,1,0,1,1,1,3324,,,1605041995,1605041995,0,0
476,active,0,False,2,1605041761,28,3325,1,0,1,1,1,3325,,,1605041995,1605041995,2,0
477,active,1,False,20,1605041140,0,3326,1,0,1,1,1,3326,,,1605041995,1605041995,0,5
478,active,0,False,7,1605040659,20,3327,0,0,1,1,1,3327,,,1605041995,1605041995,1,0
479,active,2,False,4,1605041939,34,3328,1,0,1,1,1,3328,,,1605041995,1605041995,0,2
480,active,0,False,5,1605041565,20,3329,2,0,1,1,1,3329,,,1605041995,1605041995,3,0
481,out_of_service,0,False,0,1605022181,0,3330,3,0,0,0,0,3330,,,1605041995,1605041995,0,0
482,active,1,True,7,1605041652,31,3331,1,0,1,1,1,3331,,,1605041995,1605041995,8,0
483,active,0,False,3,1605041800,15,3332,1,0,1,1,1,3332,,,1605041995,1605041995,4,0
484,active,1,False,19,1605040983,2,3333,0,0,1,1,1,3333,,,1605041995,1605041995,0,1
485,active,0,False,26,1605040306,0,3335,2,0,1,1,1,3335,,,1605041995,1605041995,0,0
486,active,0,False,6,1605041827,32,3336,3,0,1,1,1,3336,,,1605041995,1605041995,0,5
487,active,0,False,21,1605041825,1,3337,1,0,1,1,1,3337,,,1605041995,1605041995,0,2
488,active,0,False,29,1605041827,2,3338,0,0,1,1,1,3338,,,1605041995,1605041995,0,6
489,active,0,False,8,1605040226,15,3339,0,0,1,1,1,3339,,,1605041995,1605041995,0,2
490,active,0,False,20,1605037404,1,3340,0,0,1,1,1,3340,,,1605041995,1605041995,0,1
491,active,0,False,23,1605040506,0,3342,0,0,1,1,1,3342,,,1605041995,1605041995,0,2
492,active,0,False,0,1605040691,23,3343,0,0,1,1,1,3343,,,1605041995,1605041995,2,0
493,active,0,False,8,1605040766,11,3344,0,0,1,1,1,3344,,,1605041995,1605041995,4,0
494,active,0,False,20,1605041947,14,3345,1,0,1,1,1,3345,,,1605041995,1605041995,0,12
495,active,0,False,3,1605041409,25,3346,1,0,1,1,1,3346,,,1605041995,1605041995,3,0
496,active,0,False,5,1605041844,14,3347,2,0,1,1,1,3347,,,1605041995,1605041995,1,0
497,active,0,False,7,1605038343,12,3348,0,0,1,1,1,3348,,,1605041995,1605041995,0,0
498,active,0,False,19,1605041805,9,3349,2,0,1,1,1,3349,,,1605041995,1605041995,0,3
499,active,2,False,6,1605041937,33,3350,0,0,1,1,1,3350,,,1605041995,1605041995,4,0
500,active,0,False,8,1605041876,16,3351,1,0,1,1,1,3351,,,1605041995,1605041995,1,0
501,active,0,False,19,1605039449,2,3352,0,0,1,1,1,3352,,,1605041995,1605041995,2,0
502,active,0,True,3,1605041981,27,3354,1,0,1,1,1,3354,,,1605041995,1605041995,0,1
503,active,1,False,17,1605041810,8,3355,0,0,1,1,1,3355,,,1605041995,1605041995,0,5
504,active,0,False,2,1605041987,19,3356,0,0,1,1,1,3356,,,1605041995,1605041995,1,0
505,active,0,False,0,1605041859,32,3357,3,0,1,1,1,3357,,,1605041995,1605041995,4,0
506,active,0,False,2,1605040775,22,3358,1,0,1,1,1,3358,,,1605041995,1605041995,1,0
507,active,1,False,5,1605041654,35,3359,1,0,1,1,1,3359,,,1605041995,1605041995,0,0
508,active,0,False,4,1605041069,18,3361,1,0,1,1,1,3361,,,1605041995,1605041995,2,0
509,active,1,False,5,1605041932,29,3362,0,0,1,1,1,3362,,,1605041995,1605041995,0,3
510,active,2,False,27,1605041905,6,3363,0,0,1,1,1,3363,,,1605041995,1605041995,0,6
511,active,0,False,23,1605041917,2,3364,2,0,1,1,1,3364,,,1605041995,1605041995,0,1
512,active,0,False,1,1605041659,26,3365,0,0,1,1,1,3365,,,1605041995,1605041995,2,0
513,active,0,False,0,1605041784,30,3366,1,0,1,1,1,3366,,,1605041995,1605041995,2,0
514,active,0,False,30,1605041153,8,3367,1,0,1,1,1,3367,,,1605041995,1605041995,0,9
515,active,0,False,26,1605041643,4,3368,0,0,1,1,1,3368,,,1605041995,1605041995,0,0
516,active,2,False,2,1605041761,26,3369,1,0,1,1,1,3369,,,1605041995,1605041995,0,1
517,active,1,False,4,1605041869,20,3370,1,0,1,1,1,3370,,,1605041995,1605041995,0,1
518,active,0,False,15,1605041756,24,3372,0,0,1,1,1,3372,,,1605041995,1605041995,0,6
519,active,0,False,26,1605040520,0,3373,1,0,1,1,1,3373,,,1605041995,1605041995,0,1
520,active,1,True,27,1605041887,6,3374,3,0,1,1,1,3374,,,1605041995,1605041995,4,0
521,active,0,False,3,1605041536,32,3375,0,0,1,1,1,3375,,,1605041995,1605041995,0,3
522,active,0,False,6,1605041655,32,3376,1,0,1,1,1,3376,,,1605041995,1605041995,0,1
523,active,1,False,13,1605041858,11,3377,1,0,1,1,1,3377,,,1605041995,1605041995,4,0
524,active,0,False,1,1605041774,25,3378,2,0,1,1,1,3378,,,1605041995,1605041995,7,0
525,active,0,False,25,1605041962,8,3379,2,0,1,1,1,3379,,,1605041995,1605041995,4,0
526,active,0,False,19,1605041738,1,3381,1,0,1,1,1,3381,,,1605041995,1605041995,0,1
527,active,1,False,10,1605041830,20,3382,1,0,1,1,1,3382,,,1605041995,1605041995,4,0
528,active,2,False,7,1605041930,17,3383,1,0,1,1,1,3383,,,1605041995,1605041995,0,0
529,active,2,False,3,1605040953,22,3384,0,0,1,1,1,3384,,,1605041995,1605041995,1,0
530,active,0,False,2,1605038739,25,3386,0,0,1,1,1,3386,,,1605041995,1605041995,5,0
531,active,1,False,16,1605041267,7,3387,1,1,1,1,1,3387,,,1605041995,1605041995,2,0
532,active,0,False,16,1605040747,9,3388,0,0,1,1,1,3388,,,1605041995,1605041995,3,0
533,active,1,False,15,1605040893,12,3389,1,0,1,1,1,3389,,,1605041995,1605041995,0,0
534,active,0,False,13,1605041731,9,3390,2,0,1,1,1,3390,,,1605041995,1605041995,1,0
535,active,0,False,12,1605041732,13,3391,0,0,1,1,1,3391,,,1605041995,1605041995,0,0
536,active,0,False,17,1605039344,2,3392,0,0,1,1,1,3392,,,1605041995,1605041995,0,0
537,active,0,False,17,1605039385,2,3393,0,0,1,1,1,3393,,,1605041995,1605041995,0,0
538,active,0,False,17,1605041943,4,3394,0,0,1,1,1,3394,,,1605041995,1605041995,0,0
539,active,0,False,18,1605036361,1,3395,0,0,1,1,1,3395,,,1605041995,1605041995,0,0
540,active,1,False,5,1605041513,20,3396,0,0,1,1,1,3396,,,1605041995,1605041995,0,2
541,active,1,False,22,1605041715,2,3397,1,0,1,1,1,3397,,,1605041995,1605041995,0,0
542,active,0,False,17,1605040259,5,3398,1,0,1,1,1,3398,,,1605041995,1605041995,0,0
543,active,1,False,23,1605040628,0,3399,1,0,1,1,1,3399,,,1605041995,1605041995,0,1
544,active,0,True,21,1605041450,2,3400,1,0,1,1,1,3400,,,1605041995,1605041995,0,3
545,active,0,False,15,1605041968,8,3402,0,0,1,1,1,3402,,,1605041995,1605041995,0,6
546,active,0,False,26,1605041080,5,3403,0,0,1,1,1,3403,,,1605041995,1605041995,0,1
547,active,0,False,26,1605041917,1,3404,0,0,1,1,1,3404,,,1605041995,1605041995,1,0
548,active,0,False,6,1605041255,17,3405,0,0,1,1,1,3405,,,1605041995,1605041995,0,0
549,active,0,False,19,1605040210,4,3407,0,0,1,1,1,3407,,,1605041995,1605041995,1,0
550,active,0,False,24,1605041893,3,3408,0,0,1,1,1,3408,,,1605041995,1605041995,0,0
551,active,0,False,36,1605041556,11,3409,1,0,1,1,1,3409,,,1605041995,1605041995,0,1
552,active,1,False,66,1605041645,11,3410,0,0,1,1,1,3410,,,1605041995,1605041995,0,1
553,active,0,False,3,1605040538,24,3411,0,0,1,1,1,3411,,,1605041995,1605041995,0,1
554,active,1,False,5,1605039886,12,3412,1,0,1,1,1,3412,,,1605041995,1605041995,0,1
555,active,0,False,1,1605041548,32,3414,0,0,1,1,1,3414,,,1605041995,1605041995,2,0
556,active,0,False,2,1605040457,23,3415,0,0,1,1,1,3415,,,1605041995,1605041995,2,0
557,active,2,False,10,1605041460,14,3416,0,1,1,1,1,3416,,,1605041995,1605041995,1,0
558,active,1,False,19,1605041734,8,3417,0,0,1,1,1,3417,,,1605041995,1605041995,0,0
559,active,1,False,8,1605041908,25,3418,0,0,1,1,1,3418,,,1605041995,1605041995,1,0
560,active,0,False,27,1605041674,0,3419,0,0,1,1,1,3419,,,1605041995,1605041995,0,0
561,active,0,False,18,1605041752,2,3420,1,0,1,1,1,3420,,,1605041995,1605041995,1,0
562,active,1,False,18,1605040873,4,3421,1,0,1,1,1,3421,,,1605041995,1605041995,1,0
563,active,2,False,21,1605041173,0,3422,0,0,1,1,1,3422,,,1605041995,1605041995,0,2
564,active,0,True,4,1605041823,21,3423,4,0,1,1,1,3423,,,1605041995,1605041995,0,4
565,active,0,False,19,1605039754,7,3424,1,0,1,1,1,3424,,,1605041995,1605041995,3,0
566,active,0,False,16,1605041302,16,3425,1,0,1,1,1,3425,,,1605041995,1605041995,1,0
567,active,0,False,22,1605041829,17,3429,0,0,1,1,1,3429,,,1605041995,1605041995,11,0
568,active,0,False,7,1605041925,18,3430,0,0,1,1,1,3430,,,1605041995,1605041995,0,1
569,active,1,False,34,1605041910,8,3435,3,0,1,1,1,3435,,,1605041995,1605041995,4,0
570,active,0,False,27,1605041526,8,3436,0,0,1,1,1,3436,,,1605041995,1605041995,5,0
571,active,0,False,1,1605041873,37,3437,1,0,1,1,1,3437,,,1605041995,1605041995,6,0
572,active,2,False,25,1605041973,20,3440,2,0,1,1,1,3440,,,1605041995,1605041995,0,10
